folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_count,min_juan_index,max_juan_index,total_char_count_raw,total_char_count_clean,empty_juan_count,example_raw_path,example_clean_path
clean,中國漢文,三國,策諸葛丞相詔,,策諸葛丞相詔,策諸葛丞相詔,策諸葛丞相詔,,,1,1,1,184,103,0,中國漢文\raw\三國\策諸葛丞相詔\策諸葛丞相詔__juan_01.txt,中國漢文\clean\三國\策諸葛丞相詔\策諸葛丞相詔__juan_01.txt
clean,中國漢文,三國,聲無哀樂論,,聲無哀樂論,聲無哀樂論,聲無哀樂論,,,1,1,1,6843,6806,0,中國漢文\raw\三國\聲無哀樂論\聲無哀樂論__juan_01.txt,中國漢文\clean\三國\聲無哀樂論\聲無哀樂論__juan_01.txt
clean,中國漢文,三國,與侍郎曹長思書,,與侍郎曹長思書,與侍郎曹長思書,與侍郎曹長思書,,,1,1,1,338,301,0,中國漢文\raw\三國\與侍郎曹長思書\與侍郎曹長思書__juan_01.txt,中國漢文\clean\三國\與侍郎曹長思書\與侍郎曹長思書__juan_01.txt
clean,中國漢文,三國,與劉備書 (孟達),,與劉備書 (孟達),與劉備書 (孟達),與劉備書 (孟達),,,1,1,1,369,369,0,中國漢文\raw\三國\與劉備書 (孟達)\與劉備書 (孟達)__juan_01.txt,中國漢文\clean\三國\與劉備書 (孟達)\與劉備書 (孟達)__juan_01.txt
clean,中國漢文,三國,與劉封書 (孟達),,與劉封書 (孟達),與劉封書 (孟達),與劉封書 (孟達),,,1,1,1,881,881,0,中國漢文\raw\三國\與劉封書 (孟達)\與劉封書 (孟達)__juan_01.txt,中國漢文\clean\三國\與劉封書 (孟達)\與劉封書 (孟達)__juan_01.txt
clean,中國漢文,三國,與劉靖牋,,與劉靖牋,與劉靖牋,與劉靖牋,,,1,1,1,202,165,0,中國漢文\raw\三國\與劉靖牋\與劉靖牋__juan_01.txt,中國漢文\clean\三國\與劉靖牋\與劉靖牋__juan_01.txt
clean,中國漢文,三國,與孟達論李嚴書,,與孟達論李嚴書,與孟達論李嚴書,與孟達論李嚴書,,,1,1,1,117,35,0,中國漢文\raw\三國\與孟達論李嚴書\與孟達論李嚴書__juan_01.txt,中國漢文\clean\三國\與孟達論李嚴書\與孟達論李嚴書__juan_01.txt
clean,中國漢文,三國,與孫權書 (諸葛亮),,與孫權書 (諸葛亮),與孫權書 (諸葛亮),與孫權書 (諸葛亮),,,1,1,1,231,150,0,中國漢文\raw\三國\與孫權書 (諸葛亮)\與孫權書 (諸葛亮)__juan_01.txt,中國漢文\clean\三國\與孫權書 (諸葛亮)\與孫權書 (諸葛亮)__juan_01.txt
clean,中國漢文,三國,與尚書諸郎書,,與尚書諸郎書,與尚書諸郎書,與尚書諸郎書,,,1,1,1,287,250,0,中國漢文\raw\三國\與尚書諸郎書\與尚書諸郎書__juan_01.txt,中國漢文\clean\三國\與尚書諸郎書\與尚書諸郎書__juan_01.txt
clean,中國漢文,三國,與廣川長岑文瑜書,,與廣川長岑文瑜書,與廣川長岑文瑜書,與廣川長岑文瑜書,,,1,1,1,310,273,0,中國漢文\raw\三國\與廣川長岑文瑜書\與廣川長岑文瑜書__juan_01.txt,中國漢文\clean\三國\與廣川長岑文瑜書\與廣川長岑文瑜書__juan_01.txt
clean,中國漢文,三國,與從弟君苖君胄書,,與從弟君苖君胄書,與從弟君苖君胄書,與從弟君苖君胄書,,,1,1,1,550,513,0,中國漢文\raw\三國\與從弟君苖君胄書\與從弟君苖君胄書__juan_01.txt,中國漢文\clean\三國\與從弟君苖君胄書\與從弟君苖君胄書__juan_01.txt
clean,中國漢文,三國,與曹昭伯牋,,與曹昭伯牋,與曹昭伯牋,與曹昭伯牋,,,1,1,1,132,95,0,中國漢文\raw\三國\與曹昭伯牋\與曹昭伯牋__juan_01.txt,中國漢文\clean\三國\與曹昭伯牋\與曹昭伯牋__juan_01.txt
clean,中國漢文,三國,與武帝薦賁琳牋,,與武帝薦賁琳牋,與武帝薦賁琳牋,與武帝薦賁琳牋,,,1,1,1,148,110,0,中國漢文\raw\三國\與武帝薦賁琳牋\與武帝薦賁琳牋__juan_01.txt,中國漢文\clean\三國\與武帝薦賁琳牋\與武帝薦賁琳牋__juan_01.txt
clean,中國漢文,三國,與滿炳書,,與滿炳書,與滿炳書,與滿炳書,,,1,1,1,348,311,0,中國漢文\raw\三國\與滿炳書\與滿炳書__juan_01.txt,中國漢文\clean\三國\與滿炳書\與滿炳書__juan_01.txt
clean,中國漢文,三國,與董仲連書,,與董仲連書,與董仲連書,與董仲連書,,,1,1,1,172,135,0,中國漢文\raw\三國\與董仲連書\與董仲連書__juan_01.txt,中國漢文\clean\三國\與董仲連書\與董仲連書__juan_01.txt
clean,中國漢文,三國,與西陽令孔德琰書,,與西陽令孔德琰書,與西陽令孔德琰書,與西陽令孔德琰書,,,1,1,1,274,236,0,中國漢文\raw\三國\與西陽令孔德琰書\與西陽令孔德琰書__juan_01.txt,中國漢文\clean\三國\與西陽令孔德琰書\與西陽令孔德琰書__juan_01.txt
clean,中國漢文,三國,與許子俊書,,與許子俊書,與許子俊書,與許子俊書,,,1,1,1,151,114,0,中國漢文\raw\三國\與許子俊書\與許子俊書__juan_01.txt,中國漢文\clean\三國\與許子俊書\與許子俊書__juan_01.txt
clean,中國漢文,三國,與諸葛丞相書 (馬謖),,與諸葛丞相書 (馬謖),與諸葛丞相書 (馬謖),與諸葛丞相書 (馬謖),,,1,1,1,130,46,0,中國漢文\raw\三國\與諸葛丞相書 (馬謖)\與諸葛丞相書 (馬謖)__juan_01.txt,中國漢文\clean\三國\與諸葛丞相書 (馬謖)\與諸葛丞相書 (馬謖)__juan_01.txt
clean,中國漢文,三國,與諸葛丞相詔 (劉禪),,與諸葛丞相詔 (劉禪),與諸葛丞相詔 (劉禪),與諸葛丞相詔 (劉禪),,,1,1,1,553,472,0,中國漢文\raw\三國\與諸葛丞相詔 (劉禪)\與諸葛丞相詔 (劉禪)__juan_01.txt,中國漢文\clean\三國\與諸葛丞相詔 (劉禪)\與諸葛丞相詔 (劉禪)__juan_01.txt
clean,中國漢文,三國,與韋仲將書,,與韋仲將書,與韋仲將書,與韋仲將書,,,1,1,1,206,169,0,中國漢文\raw\三國\與韋仲將書\與韋仲將書__juan_01.txt,中國漢文\clean\三國\與韋仲將書\與韋仲將書__juan_01.txt
clean,中國漢文,三國,舊雜譬喻經,,舊雜譬喻經,舊雜譬喻經,舊雜譬喻經/卷上,,,2,1,2,20341,20318,0,中國漢文\raw\三國\舊雜譬喻經\舊雜譬喻經__juan_01.txt,中國漢文\clean\三國\舊雜譬喻經\舊雜譬喻經__juan_01.txt
clean,中國漢文,三國,英雄記,,英雄記,英雄記,英雄記,,,1,1,1,17291,17047,0,中國漢文\raw\三國\英雄記\英雄記__juan_01.txt,中國漢文\clean\三國\英雄記\英雄記__juan_01.txt
clean,中國漢文,三國,菩薩本緣經,,菩薩本緣經,菩薩本緣經,菩薩本緣經/卷上,,,3,1,3,28847,28808,0,中國漢文\raw\三國\菩薩本緣經\菩薩本緣經__juan_01.txt,中國漢文\clean\三國\菩薩本緣經\菩薩本緣經__juan_01.txt
clean,中國漢文,三國,菩薩生地經,,菩薩生地經,菩薩生地經,菩薩生地經,,,1,1,1,1308,1266,0,中國漢文\raw\三國\菩薩生地經\菩薩生地經__juan_01.txt,中國漢文\clean\三國\菩薩生地經\菩薩生地經__juan_01.txt
clean,中國漢文,三國,董逃歌詞,,董逃歌詞,董逃歌詞,董逃歌詞,,,1,1,1,168,63,0,中國漢文\raw\三國\董逃歌詞\董逃歌詞__juan_01.txt,中國漢文\clean\三國\董逃歌詞\董逃歌詞__juan_01.txt
clean,中國漢文,三國,薦和模牋,,薦和模牋,薦和模牋,薦和模牋,,,1,1,1,224,187,0,中國漢文\raw\三國\薦和模牋\薦和模牋__juan_01.txt,中國漢文\clean\三國\薦和模牋\薦和模牋__juan_01.txt
clean,中國漢文,三國,處士國文甫碑,,處士國文甫碑,處士國文甫碑,處士國文甫碑,,,1,1,1,404,367,0,中國漢文\raw\三國\處士國文甫碑\處士國文甫碑__juan_01.txt,中國漢文\clean\三國\處士國文甫碑\處士國文甫碑__juan_01.txt
clean,中國漢文,三國,襍詩二首,,襍詩二首,襍詩二首,襍詩二首,,,1,1,1,192,155,0,中國漢文\raw\三國\襍詩二首\襍詩二首__juan_01.txt,中國漢文\clean\三國\襍詩二首\襍詩二首__juan_01.txt
clean,中國漢文,三國,西狩賦,,西狩賦,西狩賦,西狩賦,,,1,1,1,320,283,0,中國漢文\raw\三國\西狩賦\西狩賦__juan_01.txt,中國漢文\clean\三國\西狩賦\西狩賦__juan_01.txt
clean,中國漢文,三國,論交 (諸葛亮),,論交 (諸葛亮),論交 (諸葛亮),論交 (諸葛亮),,,1,1,1,140,59,0,中國漢文\raw\三國\論交 (諸葛亮)\論交 (諸葛亮)__juan_01.txt,中國漢文\clean\三國\論交 (諸葛亮)\論交 (諸葛亮)__juan_01.txt
clean,中國漢文,三國,論孟達書,,論孟達書,論孟達書,論孟達書,,,1,1,1,188,107,0,中國漢文\raw\三國\論孟達書\論孟達書__juan_01.txt,中國漢文\clean\三國\論孟達書\論孟達書__juan_01.txt
clean,中國漢文,三國,論語註疏,,論語註疏,論語註疏,論語註疏/卷01,,,21,1,21,211318,200524,0,中國漢文\raw\三國\論語註疏\論語註疏__juan_01.txt,中國漢文\clean\三國\論語註疏\論語註疏__juan_01.txt
clean,中國漢文,三國,論語集解,,論語集解,論語集解,論語集解/00,,,11,1,11,13161,13157,7,中國漢文\raw\三國\論語集解\論語集解__juan_01.txt,中國漢文\clean\三國\論語集解\論語集解__juan_01.txt
clean,中國漢文,三國,論諸子,,論諸子,論諸子,論諸子,,,1,1,1,218,137,0,中國漢文\raw\三國\論諸子\論諸子__juan_01.txt,中國漢文\clean\三國\論諸子\論諸子__juan_01.txt
clean,中國漢文,三國,論讓奪,,論讓奪,論讓奪,論讓奪,,,1,1,1,192,111,0,中國漢文\raw\三國\論讓奪\論讓奪__juan_01.txt,中國漢文\clean\三國\論讓奪\論讓奪__juan_01.txt
clean,中國漢文,三國,論黃忠,,論黃忠,論黃忠,論黃忠,,,1,1,1,209,171,0,中國漢文\raw\三國\論黃忠\論黃忠__juan_01.txt,中國漢文\clean\三國\論黃忠\論黃忠__juan_01.txt
clean,中國漢文,三國,諫平原侯植書,,諫平原侯植書,諫平原侯植書,諫平原侯植書,,,1,1,1,230,193,0,中國漢文\raw\三國\諫平原侯植書\諫平原侯植書__juan_01.txt,中國漢文\clean\三國\諫平原侯植書\諫平原侯植書__juan_01.txt
clean,中國漢文,三國,諭參佐停更,,諭參佐停更,諭參佐停更,諭參佐停更,,,1,1,1,156,74,0,中國漢文\raw\三國\諭參佐停更\諭參佐停更__juan_01.txt,中國漢文\clean\三國\諭參佐停更\諭參佐停更__juan_01.txt
clean,中國漢文,三國,諸葛亮集 (張澍),,諸葛亮集 (張澍),諸葛亮集 (張澍),諸葛亮集 (張澍)/與張魯書,,,1,1,1,111,30,0,中國漢文\raw\三國\諸葛亮集 (張澍)\諸葛亮集 (張澍)__juan_01.txt,中國漢文\clean\三國\諸葛亮集 (張澍)\諸葛亮集 (張澍)__juan_01.txt
clean,中國漢文,三國,謝太祖牋,,謝太祖牋,謝太祖牋,謝太祖牋,,,1,1,1,88,51,0,中國漢文\raw\三國\謝太祖牋\謝太祖牋__juan_01.txt,中國漢文\clean\三國\謝太祖牋\謝太祖牋__juan_01.txt
clean,中國漢文,三國,謝賀者,,謝賀者,謝賀者,謝賀者,,,1,1,1,152,70,0,中國漢文\raw\三國\謝賀者\謝賀者__juan_01.txt,中國漢文\clean\三國\謝賀者\謝賀者__juan_01.txt
clean,中國漢文,三國,貝多樹下思惟十二因緣經,,貝多樹下思惟十二因緣經,貝多樹下思惟十二因緣經,貝多樹下思惟十二因緣經,,,1,1,1,2222,2183,0,中國漢文\raw\三國\貝多樹下思惟十二因緣經\貝多樹下思惟十二因緣經__juan_01.txt,中國漢文\clean\三國\貝多樹下思惟十二因緣經\貝多樹下思惟十二因緣經__juan_01.txt
clean,中國漢文,三國,車渠椀賦 (應瑒),,車渠椀賦 (應瑒),車渠椀賦 (應瑒),車渠椀賦 (應瑒),,,1,1,1,190,153,0,中國漢文\raw\三國\車渠椀賦 (應瑒)\車渠椀賦 (應瑒)__juan_01.txt,中國漢文\clean\三國\車渠椀賦 (應瑒)\車渠椀賦 (應瑒)__juan_01.txt
clean,中國漢文,三國,迷迭賦 (應瑒),,迷迭賦 (應瑒),迷迭賦 (應瑒),迷迭賦 (應瑒),,,1,1,1,152,115,0,中國漢文\raw\三國\迷迭賦 (應瑒)\迷迭賦 (應瑒)__juan_01.txt,中國漢文\clean\三國\迷迭賦 (應瑒)\迷迭賦 (應瑒)__juan_01.txt
clean,中國漢文,三國,遂志賦,,遂志賦,遂志賦,遂志賦,,,1,1,1,316,279,0,中國漢文\raw\三國\遂志賦\遂志賦__juan_01.txt,中國漢文\clean\三國\遂志賦\遂志賦__juan_01.txt
clean,中國漢文,三國,遺詔 (劉備),,遺詔 (劉備),遺詔 (劉備),遺詔 (劉備),,,1,1,1,382,344,0,中國漢文\raw\三國\遺詔 (劉備)\遺詔 (劉備)__juan_01.txt,中國漢文\clean\三國\遺詔 (劉備)\遺詔 (劉備)__juan_01.txt
clean,中國漢文,三國,鍾司徒集,,鍾司徒集,鍾司徒集,鍾司徒集,,,1,1,1,7883,7845,0,中國漢文\raw\三國\鍾司徒集\鍾司徒集__juan_01.txt,中國漢文\clean\三國\鍾司徒集\鍾司徒集__juan_01.txt
clean,中國漢文,三國,阮元瑜集,,阮元瑜集,阮元瑜集,阮元瑜集,,,1,1,1,4182,4144,0,中國漢文\raw\三國\阮元瑜集\阮元瑜集__juan_01.txt,中國漢文\clean\三國\阮元瑜集\阮元瑜集__juan_01.txt
clean,中國漢文,三國,隆中對,,隆中對,隆中對,隆中對,,,1,1,1,583,544,0,中國漢文\raw\三國\隆中對\隆中對__juan_01.txt,中國漢文\clean\三國\隆中對\隆中對__juan_01.txt
clean,中國漢文,三國,雜詩 (劉公幹),,雜詩 (劉公幹),雜詩 (劉公幹),雜詩 (劉公幹),,,1,1,1,140,103,0,中國漢文\raw\三國\雜詩 (劉公幹)\雜詩 (劉公幹)__juan_01.txt,中國漢文\clean\三國\雜詩 (劉公幹)\雜詩 (劉公幹)__juan_01.txt
clean,中國漢文,三國,難自然好學論,,難自然好學論,難自然好學論,難自然好學論,,,1,1,1,957,920,0,中國漢文\raw\三國\難自然好學論\難自然好學論__juan_01.txt,中國漢文\clean\三國\難自然好學論\難自然好學論__juan_01.txt
clean,中國漢文,三國,靈河賦,,靈河賦,靈河賦,靈河賦,,,1,1,1,254,217,0,中國漢文\raw\三國\靈河賦\靈河賦__juan_01.txt,中國漢文\clean\三國\靈河賦\靈河賦__juan_01.txt
clean,中國漢文,三國,須摩提女經 (支謙譯本一),,須摩提女經 (支謙譯本一),須摩提女經 (支謙譯本一),須摩提女經 (支謙譯本一),,,1,1,1,3241,3201,0,中國漢文\raw\三國\須摩提女經 (支謙譯本一)\須摩提女經 (支謙譯本一)__juan_01.txt,中國漢文\clean\三國\須摩提女經 (支謙譯本一)\須摩提女經 (支謙譯本一)__juan_01.txt
clean,中國漢文,三國,飛龍篇 (曹植),,飛龍篇 (曹植),飛龍篇 (曹植),飛龍篇 (曹植),,,1,1,1,148,111,0,中國漢文\raw\三國\飛龍篇 (曹植)\飛龍篇 (曹植)__juan_01.txt,中國漢文\clean\三國\飛龍篇 (曹植)\飛龍篇 (曹植)__juan_01.txt
clean,中國漢文,三國,馳射賦,,馳射賦,馳射賦,馳射賦,,,1,1,1,310,271,0,中國漢文\raw\三國\馳射賦\馳射賦__juan_01.txt,中國漢文\clean\三國\馳射賦\馳射賦__juan_01.txt
clean,中國漢文,三國,鬬雞,,鬬雞,鬬雞,鬬雞,,,1,1,1,128,91,0,中國漢文\raw\三國\鬬雞\鬬雞__juan_01.txt,中國漢文\clean\三國\鬬雞\鬬雞__juan_01.txt
clean,中國漢文,三國,鬬鷄,,鬬鷄,鬬鷄,鬬鷄,,,1,1,1,176,139,0,中國漢文\raw\三國\鬬鷄\鬬鷄__juan_01.txt,中國漢文\clean\三國\鬬鷄\鬬鷄__juan_01.txt
clean,中國漢文,三國,魏文帝集,,魏文帝集,魏文帝集,魏文帝集,,,1,1,1,6757,5971,0,中國漢文\raw\三國\魏文帝集\魏文帝集__juan_01.txt,中國漢文\clean\三國\魏文帝集\魏文帝集__juan_01.txt
clean,中國漢文,三國,魏略輯本,,魏略輯本,魏略輯本,魏略輯本/卷一,,,9,1,9,42952,42760,0,中國漢文\raw\三國\魏略輯本\魏略輯本__juan_01.txt,中國漢文\clean\三國\魏略輯本\魏略輯本__juan_01.txt
clean,中國漢文,三國,魯都賦,,魯都賦,魯都賦,魯都賦,,,1,1,1,487,448,0,中國漢文\raw\三國\魯都賦\魯都賦__juan_01.txt,中國漢文\clean\三國\魯都賦\魯都賦__juan_01.txt
clean,中國漢文,三國,鸚鵡賦 (應瑒),,鸚鵡賦 (應瑒),鸚鵡賦 (應瑒),鸚鵡賦 (應瑒),,,1,1,1,124,87,0,中國漢文\raw\三國\鸚鵡賦 (應瑒)\鸚鵡賦 (應瑒)__juan_01.txt,中國漢文\clean\三國\鸚鵡賦 (應瑒)\鸚鵡賦 (應瑒)__juan_01.txt
clean,中國漢文,三國,黎陽山賦,,黎陽山賦,黎陽山賦,黎陽山賦,,,1,1,1,218,181,0,中國漢文\raw\三國\黎陽山賦\黎陽山賦__juan_01.txt,中國漢文\clean\三國\黎陽山賦\黎陽山賦__juan_01.txt
clean,中國漢文,三國,龍王兄弟經,,龍王兄弟經,龍王兄弟經,龍王兄弟經,,,1,1,1,1083,1046,0,中國漢文\raw\三國\龍王兄弟經\龍王兄弟經__juan_01.txt,中國漢文\clean\三國\龍王兄弟經\龍王兄弟經__juan_01.txt
clean,中國漢文,中華民國,文學改良芻議,,文學改良芻議,文學改良芻議,文學改良芻議,胡適,中華民國,1,1,1,0,6178,0,,中國漢文\clean\中華民國\文學改良芻議\文學改良芻議.txt
clean,中國漢文,中華民國,文學改良芻議,,文學改良芻議附錄二,文學改良芻議附錄二,文學改良芻議附錄二,钱玄同,中華民國,1,1,1,0,3906,0,,中國漢文\clean\中華民國\文學改良芻議\文學改良芻議附錄二.txt
clean,中國漢文,中華民國,文學改良芻議,,文學革命論,文學革命論,文學革命論,陳獨秀,中華民國,1,1,1,0,2396,0,,中國漢文\clean\中華民國\文學改良芻議\文學革命論.txt
clean,中國漢文,南北朝,䕶軍孫瑒銘,,䕶軍孫瑒銘,䕶軍孫瑒銘,䕶軍孫瑒銘,,,1,1,1,152,115,0,中國漢文\raw\南北朝\䕶軍孫瑒銘\䕶軍孫瑒銘__juan_01.txt,中國漢文\clean\南北朝\䕶軍孫瑒銘\䕶軍孫瑒銘__juan_01.txt
clean,中國漢文,南北朝,七夕 (邢邵),,七夕 (邢邵),七夕 (邢邵),七夕 (邢邵),,,1,1,1,141,104,0,中國漢文\raw\南北朝\七夕 (邢邵)\七夕 (邢邵)__juan_01.txt,中國漢文\clean\南北朝\七夕 (邢邵)\七夕 (邢邵)__juan_01.txt
clean,中國漢文,南北朝,七夕夜詠牛女應制,,七夕夜詠牛女應制,七夕夜詠牛女應制,七夕夜詠牛女應制,,,1,1,1,153,116,0,中國漢文\raw\南北朝\七夕夜詠牛女應制\七夕夜詠牛女應制__juan_01.txt,中國漢文\clean\南北朝\七夕夜詠牛女應制\七夕夜詠牛女應制__juan_01.txt
clean,中國漢文,南北朝,七夕賦 (謝朓),,七夕賦 (謝朓),七夕賦 (謝朓),七夕賦 (謝朓),,,1,1,1,467,430,0,中國漢文\raw\南北朝\七夕賦 (謝朓)\七夕賦 (謝朓)__juan_01.txt,中國漢文\clean\南北朝\七夕賦 (謝朓)\七夕賦 (謝朓)__juan_01.txt
clean,中國漢文,南北朝,三十六計,,三十六計,三十六計,三十六計,,,1,1,1,571,530,0,中國漢文\raw\南北朝\三十六計\三十六計__juan_01.txt,中國漢文\clean\南北朝\三十六計\三十六計__juan_01.txt
clean,中國漢文,南北朝,三婦豔詞十一首,,三婦豔詞十一首,三婦豔詞十一首,三婦豔詞十一首,,,1,1,1,465,428,0,中國漢文\raw\南北朝\三婦豔詞十一首\三婦豔詞十一首__juan_01.txt,中國漢文\clean\南北朝\三婦豔詞十一首\三婦豔詞十一首__juan_01.txt
clean,中國漢文,南北朝,三日侍宴曲水代人應詔,,三日侍宴曲水代人應詔,三日侍宴曲水代人應詔,三日侍宴曲水代人應詔,,,1,1,1,429,392,0,中國漢文\raw\南北朝\三日侍宴曲水代人應詔\三日侍宴曲水代人應詔__juan_01.txt,中國漢文\clean\南北朝\三日侍宴曲水代人應詔\三日侍宴曲水代人應詔__juan_01.txt
clean,中國漢文,南北朝,三日侍華光殿曲水宴代人應詔,,三日侍華光殿曲水宴代人應詔,三日侍華光殿曲水宴代人應詔,三日侍華光殿曲水宴代人應詔,,,1,1,1,469,432,0,中國漢文\raw\南北朝\三日侍華光殿曲水宴代人應詔\三日侍華光殿曲水宴代人應詔__juan_01.txt,中國漢文\clean\南北朝\三日侍華光殿曲水宴代人應詔\三日侍華光殿曲水宴代人應詔__juan_01.txt
