character,laoguoyin,zhuyin,ipa,codepoint
楷,kai3,ㄎㄞ3,kʰaɪ3,U+6977
概,gai4,ㄍㄞ4,kaɪ4,U+6982
榔,lang2,ㄌㄤ2,lɑŋ2,U+6994
榛,zhen1,ㄓㄣ1,ʈʂən1,U+699B
榜,bang3,ㄅㄤ3,pɑŋ3,U+699C
榜,beng4,ㄅㄥ4,pəŋ4,U+699C
榮,yung2,,,U+69AE
榱,shuai1,ㄕㄨㄞ1,ʂuaɪ1,U+69B1
榴,lieu2,ㄌㄧㄡ2,liɔʊ2,U+69B4
榷,jio5,ㄐㄧㄛ5,tɕiɔ5,U+69B7
榷,qio5,ㄑㄧㄛ5,tɕʰiɔ5,U+69B7
榻,ta5,ㄊㄚ5,tʰa5,U+69BB
槀,gau3,ㄍㄠ3,kɑʊ3,U+69C0
槀,kau3,ㄎㄠ3,kʰɑʊ3,U+69C0
槇,dian1,ㄉㄧㄢ1,tiɛn1,U+69C7
槇,zhen3,ㄓㄣ3,ʈʂən3,U+69C7
構,geu4,ㄍㄡ4,koʊ4,U+69CB
槌,chuei2,ㄔㄨㄟ2,ʈʂʰueɪ2,U+69CC
槍,ciang1,ㄘㄧㄤ1,,U+69CD
槏,qian3,ㄑㄧㄢ3,tɕʰiɛn3,U+69CF
槏,xian4,ㄒㄧㄢ4,ɕiɛn4,U+69CF
槐,huai2,ㄏㄨㄞ2,xuaɪ2,U+69D0
槭,chuo5,ㄔㄨㄛ5,ʈʂʰuɔ5,U+69ED
槭,cu5,ㄘㄨ5,tsʰu5,U+69ED
槳,ziang3,ㄗㄧㄤ3,,U+69F3
槽,cau2,ㄘㄠ2,tsʰɑʊ2,U+69FD
樁,zhuang1,ㄓㄨㄤ1,,U+6A01
樂,lo5,ㄌㄛ5,lɔ5,U+6A02
樂,yau4,ㄧㄠ4,iɑʊ4,U+6A02
樂,yo5,ㄧㄛ5,iɔ5,U+6A02
樑,liang2,ㄌㄧㄤ2,,U+6A11
樓,leu2,ㄌㄡ2,loʊ2,U+6A13
標,biau1,ㄅㄧㄠ1,piɑʊ1,U+6A19
樞,shu1,ㄕㄨ1,ʂu1,U+6A1E
樟,zhang1,ㄓㄤ1,ʈʂɑŋ1,U+6A1F
模,mu2,ㄇㄨ2,mu2,U+6A21
樣,yang4,ㄧㄤ4,,U+6A23
樵,ciau2,ㄘㄧㄠ2,tsʰiɑʊ2,U+6A35
樸,bu5,ㄅㄨ5,pu5,U+6A38
樸,po5,ㄆㄛ5,pʰɔ5,U+6A38
樹,shu4,ㄕㄨ4,ʂu4,U+6A39
樹,xyu4,ㄒㄩ4,ɕy4,U+6A39
樽,zun1,ㄗㄨㄣ1,tsuən1,U+6A3D
橄,gan3,ㄍㄢ3,kan3,U+6A44
橇,cuei1,ㄘㄨㄟ1,tsʰueɪ1,U+6A47
橇,qiau1,ㄑㄧㄠ1,tɕʰiɑʊ1,U+6A47
橈,nau4,ㄋㄠ4,nɑʊ4,U+6A48
橈,rau2,ㄖㄠ2,ʐɑʊ2,U+6A48
橋,qiau2,ㄑㄧㄠ2,tɕʰiɑʊ2,U+6A4B
橘,jyu5,ㄐㄩ5,tɕy5,U+6A58
橙,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+6A59
橚,shau4,ㄕㄠ4,ʂɑʊ4,U+6A5A
橚,su5,ㄙㄨ5,su5,U+6A5A
橛,guei4,ㄍㄨㄟ4,kueɪ4,U+6A5B
橛,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+6A5B
機,ji1,ㄐㄧ1,tɕi1,U+6A5F
橡,siang4,ㄙㄧㄤ4,,U+6A61
橢,tuo3,ㄊㄨㄛ3,tʰuɔ3,U+6A62
橦,chuang2,ㄔㄨㄤ2,,U+6A66
橦,tung2,ㄊㄨㄥ2,tʰʊŋ2,U+6A66
橦,zhung1,ㄓㄨㄥ1,ʈʂʊŋ1,U+6A66
橫,heng2,ㄏㄥ2,xəŋ2,U+6A6B
檀,tan2,ㄊㄢ2,tʰan2,U+6A80
檜,guai4,ㄍㄨㄞ4,kuaɪ4,U+6A9C
檜,huei4,ㄏㄨㄟ4,xueɪ4,U+6A9C
檮,cheu2,ㄔㄡ2,ʈʂʰoʊ2,U+6AAE
檮,tau2,ㄊㄠ2,tʰɑʊ2,U+6AAE
檯,tai2,ㄊㄞ2,tʰaɪ2,U+6AAF
檳,bin1,ㄅㄧㄣ1,pin1,U+6AB3
檸,njing2,ㄬㄧㄥ2,,U+6AB8
櫂,zhau4,ㄓㄠ4,ʈʂɑʊ4,U+6AC2
櫂,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6AC2
櫓,lu3,ㄌㄨ3,lu3,U+6AD3
櫥,chu2,ㄔㄨ2,ʈʂʰu2,U+6AE5
櫬,chen4,ㄔㄣ4,ʈʂʰən4,U+6AEC
櫻,ing1,ㄧㄥ1,,U+6AFB
櫻,ying1,ㄧㄧㄥ1,,U+6AFB
權,qyuan2,ㄑㄩㄢ2,,U+6B0A
欖,lan3,ㄌㄢ3,lan3,U+6B16
次,ci4,ㄘㄭ4,tsʰɨ4,U+6B21
欣,xin1,ㄒㄧㄣ1,ɕin1,U+6B23
欲,yu5,ㄩ5,y5,U+6B32
欺,q,ㄑ,tɕʰ,U+6B3A
欺,qi1,ㄑㄧ1,tɕʰi1,U+6B3A
欽,qin1,ㄑㄧㄣ1,tɕʰin1,U+6B3D
款,kuan3,ㄎㄨㄢ3,kʰuan3,U+6B3E
歇,xie5,ㄒㄧㄝ5,ɕiɛ5,U+6B47
歌,a,ㄚ,a,U+6B4C
歌,go1,ㄍㄛ1,kɔ1,U+6B4C
歎,tan4,ㄊㄢ4,tʰan4,U+6B4E
歐,eu,ㄡ,oʊ,U+6B50
歐,eu1,ㄡ1,oʊ1,U+6B50
歙,xi5,ㄒㄧ5,ɕi5,U+6B59
歙,xie5,ㄒㄧㄝ5,ɕiɛ5,U+6B59
歜,chu5,ㄔㄨ5,ʈʂʰu5,U+6B5C
歜,zan4,ㄗㄢ4,tsan4,U+6B5C
歡,huan1,ㄏㄨㄢ1,xuan1,U+6B61
正,zheng1,ㄓㄥ1,ʈʂəŋ1,U+6B63
正,zheng4,ㄓㄥ4,ʈʂəŋ4,U+6B63
此,ci3,ㄘㄭ3,tsʰɨ3,U+6B64
武,wu3,ㄨ3,u3,U+6B66
歪,wai1,ㄨㄞ1,uaɪ1,U+6B6A
歷,li5,ㄌㄧ5,li5,U+6B77
歸,guei1,ㄍㄨㄟ1,kueɪ1,U+6B78
歹,dai3,ㄉㄞ3,taɪ3,U+6B79
死,si3,ㄙㄭ3,sɨ3,U+6B7B
殃,yang1,ㄧㄤ1,,U+6B83
殆,dai4,ㄉㄞ4,taɪ4,U+6B86
殉,syun4,ㄙㄩㄣ4,,U+6B89
殗,yan1,ㄧㄢ1,iɛn1,U+6B97
殗,ye5,ㄧㄝ5,iɛ5,U+6B97
殘,can2,ㄘㄢ2,tsʰan2,U+6B98
殯,bin4,ㄅㄧㄣ4,pin4,U+6BAF
段,duan4,ㄉㄨㄢ4,tuan4,U+6BB5
殷,in1,ㄧㄣ1,in1,U+6BB7
殷,yan1,ㄧㄢ1,iɛn1,U+6BB7
殷,yin1,ㄧㄧㄣ1,,U+6BB7
殺,sa5,ㄙㄚ5,sa5,U+6BBA
殺,sha5,ㄕㄚ5,ʂa5,U+6BBA
殺,shai4,ㄕㄞ4,ʂaɪ4,U+6BBA
殼,ko5,ㄎㄛ5,kʰɔ5,U+6BBC
殿,dian4,ㄉㄧㄢ4,tiɛn4,U+6BBF
毀,huei3,ㄏㄨㄟ3,xueɪ3,U+6BC0
毄,ji5,ㄐㄧ5,tɕi5,U+6BC4
毄,qi5,ㄑㄧ5,tɕʰi5,U+6BC4
毅,yi4,ㄧ4,i4,U+6BC5
毋,meu2,ㄇㄡ2,moʊ2,U+6BCB
毋,wu2,ㄨ2,u2,U+6BCB
母,meu3,ㄇㄡ3,moʊ3,U+6BCD
母,mu3,ㄇㄨ3,mu3,U+6BCD
每,mei3,ㄇㄟ3,meɪ3,U+6BCF
毒,du5,ㄉㄨ5,tu5,U+6BD2
毗,pi2,ㄆㄧ2,pʰi2,U+6BD7
毛,mau2,ㄇㄠ2,mɑʊ2,U+6BDB
毡,zhan1,ㄓㄢ1,ʈʂan1,U+6BE1
毫,hau2,ㄏㄠ2,xɑʊ2,U+6BEB
毬,qieu2,ㄑㄧㄡ2,tɕʰiɔʊ2,U+6BEC
毯,tan3,ㄊㄢ3,tʰan3,U+6BEF
氈,zhan1,ㄓㄢ1,ʈʂan1,U+6C08
氏,shi4,ㄕㄭ4,ʂɨ4,U+6C0F
氐,di1,ㄉㄧ1,ti1,U+6C10
氐,zhi1,ㄓㄭ1,ʈʂɨ1,U+6C10
民,min2,ㄇㄧㄣ2,min2,U+6C11
氓,mang2,ㄇㄤ2,mɑŋ2,U+6C13
氓,meng2,ㄇㄥ2,məŋ2,U+6C13
氣,qi4,ㄑㄧ4,tɕʰi4,U+6C23
氳,yun1,,,U+6C33
水,shuei3,ㄕㄨㄟ3,ʂueɪ3,U+6C34
永,yung3,,,U+6C38
汀,ting1,ㄊㄧㄥ1,,U+6C40
求,qieu2,ㄑㄧㄡ2,tɕʰiɔʊ2,U+6C42
汃,bin1,ㄅㄧㄣ1,pin1,U+6C43
汃,pa5,ㄆㄚ5,pʰa5,U+6C43
汋,sho5,ㄕㄛ5,ʂɔ5,U+6C4B
汋,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6C4B
汗,han2,ㄏㄢ2,xan2,U+6C57
汗,han4,ㄏㄢ4,xan4,U+6C57
汙,wa1,ㄨㄚ1,uɑ1,U+6C59
汙,wu1,ㄨ1,u1,U+6C59
汙,wu4,ㄨ4,u4,U+6C59
汙,yu2,ㄩ2,y2,U+6C59
汝,ru3,ㄖㄨ3,ʐu3,U+6C5D
汞,gung4,ㄍㄨㄥ4,kʊŋ4,U+6C5E
汞,hung4,ㄏㄨㄥ4,xʊŋ4,U+6C5E
江,jiang1,ㄐㄧㄤ1,,U+6C5F
江,rung,ㄖㄨㄥ,ʐʊŋ,U+6C5F
池,to2,ㄊㄛ2,tʰɔ2,U+6C60
污,wu1,ㄨ1,u1,U+6C61
汩,gu5,ㄍㄨ5,ku5,U+6C69
汩,yi5,ㄧ5,i5,U+6C69
汪,wang1,ㄨㄤ1,,U+6C6A
汰,tai4,ㄊㄞ4,tʰaɪ4,U+6C70
汲,ji5,ㄐㄧ5,tɕi5,U+6C72
決,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+6C7A
沁,cin4,ㄘㄧㄣ4,tsʰin4,U+6C81
沂,yi2,ㄧ2,i2,U+6C82
沂,yin2,ㄧㄧㄣ2,,U+6C82
沃,wu5,ㄨ5,u5,U+6C83
沇,wei2,ㄨㄟ2,ueɪ2,U+6C87
沇,yan3,ㄧㄢ3,iɛn3,U+6C87
沈,chen2,ㄔㄣ2,ʈʂʰən2,U+6C88
沈,shen3,ㄕㄣ3,ʂən3,U+6C88
沌,zhuan4,ㄓㄨㄢ4,ʈʂuan4,U+6C8C
沏,chi5,ㄔㄭ5,ʈʂʰɨ5,U+6C8F
沏,cie5,ㄘㄧㄝ5,tsʰiɛ5,U+6C8F
沐,mu5,ㄇㄨ5,mu5,U+6C90
沑,njieu4,ㄬㄧㄡ4,ɲiɔʊ4,U+6C91
沑,reu3,ㄖㄡ3,ʐoʊ3,U+6C91
沒,meo,ㄇㄜ,mɤ,U+6C92
沒,meo5,ㄇㄜ5,mɤ5,U+6C92
沒,mo5,ㄇㄛ5,mɔ5,U+6C92
沕,mi5,ㄇㄧ5,mi5,U+6C95
沕,wu5,ㄨ5,u5,U+6C95
沖,chung1,ㄔㄨㄥ1,ʈʂʰʊŋ1,U+6C96
沙,sha1,ㄕㄚ1,ʂa1,U+6C99
沙,suo1,ㄙㄨㄛ1,suɔ1,U+6C99
沛,pei4,ㄆㄟ4,pʰeɪ4,U+6C9B
沬,mei4,ㄇㄟ4,meɪ4,U+6CAC
沬,vei4,ㄪㄟ4,ʋeɪ4,U+6CAC
河,ho2,ㄏㄛ2,xɔ2,U+6CB3
沴,li4,ㄌㄧ4,li4,U+6CB4
沴,tian3,ㄊㄧㄢ3,tʰiɛn3,U+6CB4
沸,fei4,ㄈㄟ4,feɪ4,U+6CB8
沸,fu5,ㄈㄨ5,fu5,U+6CB8
油,yeu2,ㄧㄡ2,iɔʊ2,U+6CB9
治,chi2,ㄔㄭ2,ʈʂʰɨ2,U+6CBB
治,zhi4,ㄓㄭ4,ʈʂɨ4,U+6CBB
沽,gu1,ㄍㄨ1,ku1,U+6CBD
沾,tian1,ㄊㄧㄢ1,tʰiɛn1,U+6CBE
沾,zhan1,ㄓㄢ1,ʈʂan1,U+6CBE
泄,sie5,ㄙㄧㄝ5,siɛ5,U+6CC4
泄,yi4,ㄧ4,i4,U+6CC4
泆,die5,ㄉㄧㄝ5,tiɛ5,U+6CC6
泉,cyuan2,ㄘㄩㄢ2,,U+6CC9
泊,bo5,ㄅㄛ5,pɔ5,U+6CCA
泏,ku5,ㄎㄨ5,kʰu5,U+6CCF
泏,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6CCF
法,fa5,ㄈㄚ5,fa5,U+6CD5
泛,fa5,ㄈㄚ5,fa5,U+6CDB
泛,fan4,ㄈㄢ4,fan4,U+6CDB
泜,chi2,ㄔㄭ2,ʈʂʰɨ2,U+6CDC
泡,pau4,ㄆㄠ4,pʰɑʊ4,U+6CE1
波,bo1,ㄅㄛ1,pɔ1,U+6CE2
泣,qi5,ㄑㄧ5,tɕʰi5,U+6CE3
泥,ni2,ㄋㄧ2,ni2,U+6CE5
泯,min3,ㄇㄧㄣ3,min3,U+6CEF
泰,tai4,ㄊㄞ4,tʰaɪ4,U+6CF0
泱,ang3,ㄤ3,ɑŋ3,U+6CF1
泱,yang1,ㄧㄤ1,,U+6CF1
泳,yung3,,,U+6CF3
洋,siang2,ㄙㄧㄤ2,,U+6D0B
洋,yang2,ㄧㄤ2,,U+6D0B
洒,cuei3,ㄘㄨㄟ3,tsʰueɪ3,U+6D12
洒,sa3,ㄙㄚ3,sa3,U+6D12
洒,shai3,ㄕㄞ3,ʂaɪ3,U+6D12
洒,sian3,ㄙㄧㄢ3,siɛn3,U+6D12
洗,si3,ㄙㄭ3,sɨ3,U+6D17
洗,sian3,ㄙㄧㄢ3,siɛn3,U+6D17
洗,syi3,ㄙㄧ3,si3,U+6D17
洛,lo5,ㄌㄛ5,lɔ5,U+6D1B
洝,an4,ㄢ4,an4,U+6D1D
洝,o5,ㄛ5,ɔ5,U+6D1D
洞,dung4,ㄉㄨㄥ4,tʊŋ4,U+6D1E
洟,ti4,ㄊㄧ4,tʰi4,U+6D1F
洟,yi2,ㄧ2,i2,U+6D1F
津,zin1,ㄗㄧㄣ1,tsin1,U+6D25
洨,jiau1,ㄐㄧㄠ1,tɕiɑʊ1,U+6D28
洨,xiau2,ㄒㄧㄠ2,ɕiɑʊ2,U+6D28
洩,sie5,ㄙㄧㄝ5,siɛ5,U+6D29
洩,yi4,ㄧ4,i4,U+6D29
洪,hung2,ㄏㄨㄥ2,xʊŋ2,U+6D2A
洮,tau1,ㄊㄠ1,tʰɑʊ1,U+6D2E
洮,yau2,ㄧㄠ2,iɑʊ2,U+6D2E
洮,zhau4,ㄓㄠ4,ʈʂɑʊ4,U+6D2E
洱,er3,ㄦ3,əɻ3,U+6D31
洴,peng1,ㄆㄥ1,pʰəŋ1,U+6D34
洴,ping2,ㄆㄧㄥ2,,U+6D34
活,hue5,ㄏㄩㄝ5,xyɛ5,U+6D3B
活,hueo5,ㄏㄩㄛ5,xyɔ5,U+6D3B
活,huo5,ㄏㄨㄛ5,xuɔ5,U+6D3B
派,pai4,ㄆㄞ4,pʰaɪ4,U+6D3E
流,lieu2,ㄌㄧㄡ2,liɔʊ2,U+6D41
浙,zhe5,ㄓㄝ5,ʈʂɛ5,U+6D59
浙,zheo5,ㄓㄜ5,ʈʂɤ5,U+6D59
浜,beng1,ㄅㄥ1,pəŋ1,U+6D5C
浥,ya5,ㄧㄚ5,iɑ5,U+6D65
浥,yi5,ㄧ5,i5,U+6D65
浦,pu3,ㄆㄨ3,pʰu3,U+6D66
浧,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+6D67
浧,ying3,ㄧㄧㄥ3,,U+6D67
浩,hau4,ㄏㄠ4,xɑʊ4,U+6D69
浪,lang4,ㄌㄤ4,lɑŋ4,U+6D6A
浮,feu2,ㄈㄡ2,foʊ2,U+6D6E
浮,fu2,ㄈㄨ2,fu2,U+6D6E
浴,yu5,ㄩ5,y5,U+6D74
海,hai3,ㄏㄞ3,xaɪ3,U+6D77
浸,zin4,ㄗㄧㄣ4,tsin4,U+6D78
浹,jia5,ㄐㄧㄚ5,tɕiɑ5,U+6D79
浹,zie5,ㄗㄧㄝ5,tsiɛ5,U+6D79
浼,mei3,ㄇㄟ3,meɪ3,U+6D7C
浽,nuei3,ㄋㄨㄟ3,nueɪ3,U+6D7D
浽,suei1,ㄙㄨㄟ1,sueɪ1,U+6D7D
涂,chu2,ㄔㄨ2,ʈʂʰu2,U+6D82
涂,tu2,ㄊㄨ2,tʰu2,U+6D82
消,siau1,ㄙㄧㄠ1,siɑʊ1,U+6D88
涉,she5,ㄕㄝ5,ʂɛ5,U+6D89
涎,sian2,ㄙㄧㄢ2,siɛn2,U+6D8E
涎,yan4,ㄧㄢ4,iɛn4,U+6D8E
涑,seu1,ㄙㄡ1,soʊ1,U+6D91
涑,su5,ㄙㄨ5,su5,U+6D91
涒,tun1,ㄊㄨㄣ1,tʰuən1,U+6D92
涒,yun1,,,U+6D92
涕,ti3,ㄊㄧ3,tʰi3,U+6D95
涕,ti4,ㄊㄧ4,tʰi4,U+6D95
涯,ya2,ㄧㄚ2,iɑ2,U+6DAF
液,shi5,ㄕㄭ5,ʂɨ5,U+6DB2
涴,wan3,ㄨㄢ3,uan3,U+6DB4
涴,wo4,ㄨㄛ4,uɔ4,U+6DB4
涵,han2,ㄏㄢ2,xan2,U+6DB5
涼,liang2,ㄌㄧㄤ2,,U+6DBC
淋,lin2,ㄌㄧㄣ2,lin2,U+6DCB
淌,chang4,ㄔㄤ4,ʈʂʰɑŋ4,U+6DCC
淌,tang3,ㄊㄤ3,tʰɑŋ3,U+6DCC
淒,cyi1,ㄘㄧ1,tsʰi1,U+6DD2
淙,chuang2,ㄔㄨㄤ2,,U+6DD9
淙,shuang4,ㄕㄨㄤ4,,U+6DD9
淚,luei4,ㄌㄨㄟ4,lueɪ4,U+6DDA
淡,dan4,ㄉㄢ4,tan4,U+6DE1
淨,zing4,ㄗㄧㄥ4,,U+6DE8
淪,lun2,ㄌㄨㄣ2,luən2,U+6DEA
淫,in2,ㄧㄣ2,in2,U+6DEB
淮,huai2,ㄏㄨㄞ2,xuaɪ2,U+6DEE
淰,nan3,ㄋㄢ3,nan3,U+6DF0
淰,shan3,ㄕㄢ3,ʂan3,U+6DF0
淰,shen3,ㄕㄣ3,ʂən3,U+6DF0
深,shen1,ㄕㄣ1,ʂən1,U+6DF1
淳,chun2,ㄔㄨㄣ2,ʈʂʰuən2,U+6DF3
淳,zhun1,ㄓㄨㄣ1,ʈʂuən1,U+6DF3
淴,hu5,ㄏㄨ5,xu5,U+6DF4
淴,wo5,ㄨㄛ5,uɔ5,U+6DF4
淵,yuan1,ㄩㄢ1,,U+6DF5
混,hun2,ㄏㄨㄣ2,xuən2,U+6DF7
混,hun3,ㄏㄨㄣ3,xuən3,U+6DF7
混,hun4,ㄏㄨㄣ4,xuən4,U+6DF7
混,kun1,ㄎㄨㄣ1,kʰuən1,U+6DF7
淺,cian3,ㄘㄧㄢ3,tsʰiɛn3,U+6DFA
添,tian1,ㄊㄧㄢ1,tʰiɛn1,U+6DFB
清,cing1,ㄘㄧㄥ1,,U+6E05
清,ing,ㄧㄥ,,U+6E05
減,jian3,ㄐㄧㄢ3,tɕiɛn3,U+6E1B
渠,qyu2,ㄑㄩ2,tɕʰy2,U+6E20
渡,du4,ㄉㄨ4,tu4,U+6E21
渢,fan2,ㄈㄢ2,fan2,U+6E22
渢,fung2,ㄈㄨㄥ2,fʊŋ2,U+6E22
渣,zha1,ㄓㄚ1,ʈʂa1,U+6E23
渤,bo5,ㄅㄛ5,pɔ5,U+6E24
渦,guo1,ㄍㄨㄛ1,kuɔ1,U+6E26
渫,die5,ㄉㄧㄝ5,tiɛ5,U+6E2B
渫,sie5,ㄙㄧㄝ5,siɛ5,U+6E2B
測,ceo5,ㄘㄜ5,tsʰɤ5,U+6E2C
港,gang3,ㄍㄤ3,kɑŋ3,U+6E2F
港,hung4,ㄏㄨㄥ4,xʊŋ4,U+6E2F
渴,jie5,ㄐㄧㄝ5,tɕiɛ5,U+6E34
渴,k,ㄎ,kʰ,U+6E34
渴,ko5,ㄎㄛ5,kʰɔ5,U+6E34
渺,miau3,ㄇㄧㄠ3,miɑʊ3,U+6E3A
渾,hun2,ㄏㄨㄣ2,xuən2,U+6E3E
湊,ceu4,ㄘㄡ4,tsʰoʊ4,U+6E4A
湖,hu2,ㄏㄨ2,xu2,U+6E56
湘,siang1,ㄙㄧㄤ1,,U+6E58
湛,chen2,ㄔㄣ2,ʈʂʰən2,U+6E5B
湛,dan1,ㄉㄢ1,tan1,U+6E5B
湛,zhan4,ㄓㄢ4,ʈʂan4,U+6E5B
湛,zian1,ㄗㄧㄢ1,tsiɛn1,U+6E5B
湣,mian4,ㄇㄧㄢ4,miɛn4,U+6E63
湣,min3,ㄇㄧㄣ3,min3,U+6E63
湧,yung3,,,U+6E67
湫,cieu1,ㄘㄧㄡ1,tsʰiɔʊ1,U+6E6B
湫,ziau3,ㄗㄧㄠ3,tsiɑʊ3,U+6E6B
湫,zieu1,ㄗㄧㄡ1,tsiɔʊ1,U+6E6B
湮,yan1,ㄧㄢ1,iɛn1,U+6E6E
湮,yin1,ㄧㄧㄣ1,,U+6E6E
湯,tang1,ㄊㄤ1,tʰɑŋ1,U+6E6F
溉,gai4,ㄍㄞ4,kaɪ4,U+6E89
準,zhun3,ㄓㄨㄣ3,ʈʂuən3,U+6E96
準,zhung3,ㄓㄨㄥ3,ʈʂʊŋ3,U+6E96
準,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6E96
溜,lieu1,ㄌㄧㄡ1,liɔʊ1,U+6E9C
溜,lieu4,ㄌㄧㄡ4,liɔʊ4,U+6E9C
溝,geu1,ㄍㄡ1,koʊ1,U+6E9D
溦,mi2,ㄇㄧ2,mi2,U+6EA6
溦,vei2,ㄪㄟ2,ʋeɪ2,U+6EA6
溪,qi1,ㄑㄧ1,tɕʰi1,U+6EAA
溫,un,ㄨㄣ,uən,U+6EAB
溫,un1,ㄨㄣ1,uən1,U+6EAB
溯,su4,ㄙㄨ4,su4,U+6EAF
溺,nji5,ㄬㄧ5,ɲi5,U+6EBA
溺,njiau4,ㄬㄧㄠ4,ɲiɑʊ4,U+6EBA
溼,shi5,ㄕㄭ5,ʂɨ5,U+6EBC
滂,pang1,ㄆㄤ1,pʰɑŋ1,U+6EC2
滄,cang1,ㄘㄤ1,tsʰɑŋ1,U+6EC4
滅,mie5,ㄇㄧㄝ5,miɛ5,U+6EC5
滇,dian1,ㄉㄧㄢ1,tiɛn1,U+6EC7
滇,tian2,ㄊㄧㄢ2,tʰiɛn2,U+6EC7
滇,zhen1,ㄓㄣ1,ʈʂən1,U+6EC7
滋,zi1,ㄗㄭ1,tsɨ1,U+6ECB
滌,di5,ㄉㄧ5,ti5,U+6ECC
滎,ying2,ㄧㄧㄥ2,,U+6ECE
滎,yung1,,,U+6ECE
滑,gu5,ㄍㄨ5,ku5,U+6ED1
滔,tau1,ㄊㄠ1,tʰɑʊ1,U+6ED4
滕,teng2,ㄊㄥ2,tʰəŋ2,U+6ED5
滬,hu4,ㄏㄨ4,xu4,U+6EEC
滴,di5,ㄉㄧ5,ti5,U+6EF4
滷,lu3,ㄌㄨ3,lu3,U+6EF7
滸,hu3,ㄏㄨ3,xu3,U+6EF8
滾,gun3,ㄍㄨㄣ3,kuən3,U+6EFE
滿,man3,ㄇㄢ3,man3,U+6EFF
漂,piau1,ㄆㄧㄠ1,pʰiɑʊ1,U+6F02
漂,piau3,ㄆㄧㄠ3,pʰiɑʊ3,U+6F02
漂,piau4,ㄆㄧㄠ4,pʰiɑʊ4,U+6F02
漆,cyi5,ㄘㄧ5,tsʰi5,U+6F06
漊,leu3,ㄌㄡ3,loʊ3,U+6F0A
漊,lyu3,ㄌㄩ3,ly3,U+6F0A
漏,leu4,ㄌㄡ4,loʊ4,U+6F0F
漓,li2,ㄌㄧ2,li2,U+6F13
演,ian3,ㄧㄢ3,iɛn3,U+6F14
漢,han4,ㄏㄢ4,xan4,U+6F22
漨,fung2,ㄈㄨㄥ2,fʊŋ2,U+6F28
漨,pung2,ㄆㄨㄥ2,pʰʊŋ2,U+6F28
漫,man4,ㄇㄢ4,man4,U+6F2B
漯,luei3,ㄌㄨㄟ3,lueɪ3,U+6F2F
漯,ta5,ㄊㄚ5,tʰa5,U+6F2F
漱,seu4,ㄙㄡ4,soʊ4,U+6F31
漲,zhang4,ㄓㄤ4,ʈʂɑŋ4,U+6F32
漴,chuang4,ㄔㄨㄤ4,,U+6F34
漴,chung2,ㄔㄨㄥ2,ʈʂʰʊŋ2,U+6F34
漸,zian1,ㄗㄧㄢ1,tsiɛn1,U+6F38
漸,zian4,ㄗㄧㄢ4,tsiɛn4,U+6F38
漾,yang4,ㄧㄤ4,,U+6F3E
漿,ziang1,ㄗㄧㄤ1,,U+6F3F
潏,jyue5,ㄐㄩㄝ5,tɕyɛ5,U+6F4F
潏,shu5,ㄕㄨ5,ʂu5,U+6F4F
潏,yu5,ㄩ5,y5,U+6F4F
潐,ciau2,ㄘㄧㄠ2,tsʰiɑʊ2,U+6F50
潐,ziau4,ㄗㄧㄠ4,tsiɑʊ4,U+6F50
潑,p,ㄆ,pʰ,U+6F51
潑,po5,ㄆㄛ5,pʰɔ5,U+6F51
潒,dang4,ㄉㄤ4,tɑŋ4,U+6F52
潒,siang4,ㄙㄧㄤ4,,U+6F52
潔,jie5,ㄐㄧㄝ5,tɕiɛ5,U+6F54
潘,bo1,ㄅㄛ1,pɔ1,U+6F58
潘,pan1,ㄆㄢ1,pʰan1,U+6F58
潛,cian2,ㄘㄧㄢ2,tsʰiɛn2,U+6F5B
潜,cian2,ㄘㄧㄢ2,tsʰiɛn2,U+6F5C
潤,run4,ㄖㄨㄣ4,ʐuən4,U+6F64
潦,liau2,ㄌㄧㄠ2,liɑʊ2,U+6F66
潬,shan4,ㄕㄢ4,ʂan4,U+6F6C
潬,tan4,ㄊㄢ4,tʰan4,U+6F6C
潭,tan2,ㄊㄢ2,tʰan2,U+6F6D
潮,chau2,ㄔㄠ2,ʈʂʰɑʊ2,U+6F6E
潰,huei4,ㄏㄨㄟ4,xueɪ4,U+6F70
潸,shan1,ㄕㄢ1,ʂan1,U+6F78
潸,shan3,ㄕㄢ3,ʂan3,U+6F78
澀,seo5,ㄙㄜ5,sɤ5,U+6F80
澀,sheo5,ㄕㄜ5,ʂɤ5,U+6F80
澄,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+6F84
澄,deng4,ㄉㄥ4,təŋ4,U+6F84
澆,jiau1,ㄐㄧㄠ1,tɕiɑʊ1,U+6F86
澆,ngau4,ㄫㄠ4,ŋɑʊ4,U+6F86
澋,hung4,ㄏㄨㄥ4,xʊŋ4,U+6F8B
澋,xyung3,ㄒㄩㄥ3,ɕyŋ3,U+6F8B
澌,si1,ㄙㄭ1,sɨ1,U+6F8C
