leishu,cited_work,citations,match,resolved
翰苑新書,三國志,2,alias,1
翰苑新書,家傳,2,author-prefix-stripped,1
翰苑新書,管仲,2,author-prefix-stripped,1
翰苑新書,博物志,2,exact,1
翰苑新書,風俗通義,2,alias,1
翰苑新書,春秋左氏傳,2,alias,1
翰苑新書,東觀漢記,2,exact,1
翰苑新書,孫子,2,bracket-note,1
翰苑新書,淮南子,2,classic-unheld,1
翰苑新書,南部新書,2,exact,1
翰苑新書,欒城集,2,bracket-note,1
翰苑新書,物理論,2,bracket-note,1
翰苑新書,玉燭寶典,2,exact,1
翰苑新書,史記,2,bracket-note,1
翰苑新書,抱朴子,2,exact,1
翰苑新書,韓詩外傳,2,exact,1
翰苑新書,知言,1,bracket-note,1
翰苑新書,演繁露,1,author-prefix-stripped,1
翰苑新書,歸田録,1,exact,1
翰苑新書,傅子,1,exact,1
翰苑新書,春明退朝録,1,exact,1
翰苑新書,因話録,1,exact,1
翰苑新書,唐國史補,1,exact,1
翰苑新書,星經,1,author-prefix-stripped,1
翰苑新書,西都賦,1,author-prefix-stripped,1
翰苑新書,請崇國學疏,1,author-prefix-stripped,1
翰苑新書,進學解,1,author-prefix-stripped,1
翰苑新書,西京賦,1,author-prefix-stripped,1
翰苑新書,墨子,1,exact,1
翰苑新書,隆平集,1,exact,1
翰苑新書,謝靈運晉書,1,exact,1
翰苑新書,新書,1,author-prefix-stripped,1
翰苑新書,涑水記聞,1,bracket-note,1
翰苑新書,書史,1,author-prefix-stripped,1
翰苑新書,出師表,1,author-prefix-stripped,1
翰苑新書,東軒筆録,1,bracket-note,1
翰苑新書,慎子,1,bracket-note,1
翰苑新書,家語,1,bracket-note,1
翰苑新書,開元天寳遺事,1,exact,1
翰苑新書,易傳,1,exact,1
翰苑新書,宋書,1,bracket-note,1
翰苑新書,述異記,1,exact,1
翰苑新書,王臨川集,1,bracket-note,1
翰苑新書,金樓子,1,exact,1
翰苑新書,子華子,1,exact,1
翰苑新書,詠史,1,exact,1
翰苑新書,世説新語,1,alias,1
翰苑新書,山中,1,author-prefix-stripped,1
翰苑新書,列女傳,1,author-prefix-stripped,1
翰苑新書,白虎通,1,exact,1
職官分紀,尚書,9,line-initial,1
職官分紀,古今注,8,author-prefix-stripped,1
職官分紀,漢官儀,5,alias-unheld,1
職官分紀,傅子,4,exact,1
職官分紀,東觀漢記,4,bracket-note,1
職官分紀,漢書,3,history-alias,1
職官分紀,春秋傳,3,author-prefix-stripped,1
職官分紀,春秋左氏傳,3,alias,1
職官分紀,晉陽秋,2,exact,1
職官分紀,史記,2,exact,1
職官分紀,獨斷,2,author-prefix-stripped,1
職官分紀,禮記,2,exact,1
職官分紀,高祖,2,author-prefix-stripped,1
職官分紀,君道,1,author-prefix-stripped,1
職官分紀,政論,1,author-prefix-stripped,1
職官分紀,異苑,1,exact,1
職官分紀,晉書,1,classic-unheld,1
職官分紀,周禮,1,alias-unheld,1
職官分紀,詩外傳,1,exact,1
職官分紀,進學解,1,author-prefix-stripped,1
職官分紀,漢書音義,1,exact,1
職官分紀,自歎,1,author-prefix-stripped,1
職官分紀,抱朴子,1,bracket-note,1
職官分紀,十國春秋,1,author-prefix-stripped,1
職官分紀,郭子,1,exact,1
職官分紀,續漢書,1,exact,1
職官分紀,劉子,1,bracket-note,1
職官分紀,西都賦,1,author-prefix-stripped,1
職官分紀,星經,1,bracket-note,1
職官分紀,子虛賦,1,exact,1
職官分紀,國語,1,exact,1
職官分紀,出師表,1,exact,1
職官分紀,北齊書,1,classic-unheld,1
職官分紀,新書,1,author-prefix-stripped,1
職官分紀,奏記東平王蒼,1,exact,1
職官分紀,陸賈,1,bracket-note,1
職官分紀,三國志,1,alias,1
職官分紀,宋書,1,bracket-note,1
職官分紀,五等論,1,author-prefix-stripped,1
職官分紀,韓非子,1,alias,1
花木鳥獸集𩔖,埤雅,44,line-initial,1
花木鳥獸集𩔖,清異録,16,line-initial,1
花木鳥獸集𩔖,拾遺記,10,line-initial,1
花木鳥獸集𩔖,漢書,10,line-initial,1
花木鳥獸集𩔖,淮南子,9,classic-unheld,1
花木鳥獸集𩔖,山海經,8,line-initial,1
花木鳥獸集𩔖,史記,8,line-initial,1
花木鳥獸集𩔖,列子,7,line-initial,1
花木鳥獸集𩔖,風俗,6,line-initial,1
花木鳥獸集𩔖,管子,6,exact,1
花木鳥獸集𩔖,家語,5,line-initial,1
花木鳥獸集𩔖,莊子,5,classic-unheld,1
花木鳥獸集𩔖,述異記,5,line-initial,1
花木鳥獸集𩔖,吕氏春秋,5,line-initial,1
花木鳥獸集𩔖,西京雜記,4,line-initial,1
花木鳥獸集𩔖,抱朴子,4,exact,1
花木鳥獸集𩔖,異苑,4,line-initial,1
花木鳥獸集𩔖,尸子,4,exact,1
花木鳥獸集𩔖,南部新書,3,line-initial,1
花木鳥獸集𩔖,晏子春秋,3,line-initial,1
花木鳥獸集𩔖,後漢書,3,line-initial,1
花木鳥獸集𩔖,陳書,3,line-initial,1
花木鳥獸集𩔖,帝王世紀,3,line-initial,1
花木鳥獸集𩔖,尚書,3,line-initial,1
花木鳥獸集𩔖,禽經,3,line-initial,1
花木鳥獸集𩔖,搜神記,3,line-initial,1
花木鳥獸集𩔖,韓非子,3,alias,1
花木鳥獸集𩔖,論衡,3,line-initial,1
花木鳥獸集𩔖,孟子,2,classic-unheld,1
花木鳥獸集𩔖,東觀漢記,2,line-initial,1
花木鳥獸集𩔖,墨客揮犀,2,line-initial,1
花木鳥獸集𩔖,博物志,2,line-initial,1
花木鳥獸集𩔖,酉陽雜俎,2,line-initial,1
花木鳥獸集𩔖,隋書,2,line-initial,1
花木鳥獸集𩔖,金樓子,2,exact,1
花木鳥獸集𩔖,草木子,2,exact,1
花木鳥獸集𩔖,古今注,2,line-initial,1
花木鳥獸集𩔖,孔叢子,2,exact,1
花木鳥獸集𩔖,墨子,2,exact,1
花木鳥獸集𩔖,仇池筆記,1,line-initial,1
花木鳥獸集𩔖,琴操,1,line-initial,1
花木鳥獸集𩔖,鄴中記,1,line-initial,1
花木鳥獸集𩔖,歸田録,1,line-initial,1
花木鳥獸集𩔖,宋書,1,line-initial,1
花木鳥獸集𩔖,唐新語,1,line-initial,1
花木鳥獸集𩔖,廬山記,1,line-initial,1
花木鳥獸集𩔖,金陵,1,line-initial,1
花木鳥獸集𩔖,麗情集,1,line-initial,1
花木鳥獸集𩔖,南齊書,1,line-initial,1
花木鳥獸集𩔖,易林,1,line-initial,1
花木鳥獸集𩔖,相鶴經,1,line-initial,1
花木鳥獸集𩔖,離騷,1,line-initial,1
花木鳥獸集𩔖,化書,1,line-initial,1
花木鳥獸集𩔖,雲溪友議,1,line-initial,1
花木鳥獸集𩔖,孫武,1,line-initial,1
花木鳥獸集𩔖,續漢書,1,line-initial,1
花木鳥獸集𩔖,北夢瑣言,1,line-initial,1
花木鳥獸集𩔖,戰國策,1,line-initial,1
花木鳥獸集𩔖,杜陽雜編,1,line-initial,1
花木鳥獸集𩔖,沙州記,1,line-initial,1
花木鳥獸集𩔖,夷堅志,1,line-initial,1
花木鳥獸集𩔖,鹽鐵論,1,line-initial,1
花木鳥獸集𩔖,廣雅,1,line-initial,1
花木鳥獸集𩔖,吳越備史,1,line-initial,1
花木鳥獸集𩔖,容齋隨筆,1,line-initial,1
花木鳥獸集𩔖,集異記,1,line-initial,1
花木鳥獸集𩔖,稽神録,1,line-initial,1
花木鳥獸集𩔖,神仙傳,1,line-initial,1
花木鳥獸集𩔖,宣室志,1,line-initial,1
花木鳥獸集𩔖,晉紀,1,line-initial,1
花木鳥獸集𩔖,晉陽秋,1,line-initial,1
花木鳥獸集𩔖,周書,1,line-initial,1
花木鳥獸集𩔖,荀子,1,history-alias,1
花木鳥獸集𩔖,易説,1,line-initial,1
花木鳥獸集𩔖,鶴林玉露,1,line-initial,1
花木鳥獸集𩔖,朝野僉載,1,line-initial,1
萬姓統譜,劉子,11,line-initial,1
萬姓統譜,尚書,6,line-initial,1
萬姓統譜,風俗通義,4,alias,1
萬姓統譜,孫子,3,line-initial,1
萬姓統譜,元朝秘史,1,author-prefix-stripped,1
萬姓統譜,管仲,1,author-prefix-stripped,1
萬姓統譜,吳子,1,line-initial,1
萬姓統譜,蘇秦,1,line-initial,1
萬姓統譜,老子,1,exact,1
萬姓統譜,陳湯,1,line-initial,1
萬姓統譜,荀卿,1,line-initial,1
萬姓統譜,荀彧,1,line-initial,1
萬姓統譜,殷浩,1,line-initial,1
萬姓統譜,孫武,1,line-initial,1
萬姓統譜,夷堅志,1,exact,1
萬姓統譜,劉向,1,line-initial,1
萬姓統譜,唐語林,1,author-prefix-stripped,1
萬姓統譜,董安于,1,line-initial,1
萬姓統譜,項籍,1,line-initial,1
萬姓統譜,史記,1,exact,1
萬姓統譜,趙充國,1,line-initial,1
萬姓統譜,上宰相書,1,line-initial,1
萬姓統譜,易林,1,line-initial,1
萬姓統譜,王莽,1,line-initial,1
萬姓統譜,書史,1,line-initial,1
萬姓統譜,禮書,1,line-initial,1
萬姓統譜,自序,1,line-initial,1
蒙求集註,史記,23,exact,1
蒙求集註,世説新語,7,alias,1
蒙求集註,家語,6,exact,1
蒙求集註,莊子,6,classic-unheld,1
蒙求集註,淮南子,5,classic-unheld,1
蒙求集註,列子,5,exact,1
蒙求集註,春秋左氏傳,5,alias,1
蒙求集註,王莽,4,line-initial,1
蒙求集註,博物志,4,line-initial,1
蒙求集註,論語,4,exact,1
蒙求集註,吕氏春秋,4,exact,1
蒙求集註,尚書,4,line-initial,1
蒙求集註,西京雜記,3,author-prefix-stripped,1
蒙求集註,韓非子,3,exact,1
蒙求集註,戰國策,3,exact,1
蒙求集註,新序,3,exact,1
蒙求集註,説苑,3,exact,1
蒙求集註,神仙傳,3,line-initial,1
蒙求集註,搜神記,3,exact,1
蒙求集註,高祖,2,line-initial,1
蒙求集註,風俗,2,line-initial,1
蒙求集註,初學記,2,exact,1
蒙求集註,家傳,2,exact,1
蒙求集註,六韜,1,exact,1
蒙求集註,墨子,1,line-initial,1
蒙求集註,異苑,1,line-initial,1
蒙求集註,魏書,1,line-initial,1
蒙求集註,十國春秋,1,author-prefix-stripped,1
蒙求集註,孔氏志怪,1,author-prefix-stripped,1
蒙求集註,新書,1,author-prefix-stripped,1
蒙求集註,續齊諧記,1,line-initial,1
蒙求集註,子虛賦,1,line-initial,1
蒙求集註,漢武故事,1,exact,1
蒙求集註,孫子,1,line-initial,1
蒙求集註,桃花源記,1,author-prefix-stripped,1
蒙求集註,西京賦,1,author-prefix-stripped,1
蒙求集註,管仲,1,author-prefix-stripped,1
蒙求集註,高士傳,1,line-initial,1
蒙求集註,漢晉春秋,1,author-prefix-stripped,1
蒙求集註,列仙傳,1,line-initial,1
蒙求集註,荀粲傳,1,exact,1
蒙求集註,擬古詩,1,author-prefix-stripped,1
藝文類聚,漢書,294,exact,1
藝文類聚,史記,173,exact,1
藝文類聚,爾雅,164,classic-unheld,1
藝文類聚,東觀漢記,163,exact,1
藝文類聚,詩經,159,alias-unheld,1
藝文類聚,禮記,156,exact,1
藝文類聚,三國志,151,alias,1
藝文類聚,春秋左氏傳,144,alias,1
藝文類聚,莊子,118,classic-unheld,1
藝文類聚,淮南子,115,classic-unheld,1
藝文類聚,說文解字,106,alias,1
藝文類聚,後漢書,100,history-alias,1
藝文類聚,山海經,94,exact,1
藝文類聚,尚書,72,exact,1
藝文類聚,世説新語,72,alias,1
藝文類聚,周禮,70,classic-unheld,1
藝文類聚,吕氏春秋,67,exact,1
藝文類聚,楚辭,61,exact,1
藝文類聚,論語,60,exact,1
藝文類聚,續漢書,57,exact,1
藝文類聚,韓非子,57,alias,1
藝文類聚,説苑,56,exact,1
藝文類聚,釋名,56,exact,1
藝文類聚,風俗通義,54,alias,1
藝文類聚,博物志,53,exact,1
藝文類聚,宋書,52,history-alias,1
藝文類聚,韓詩外傳,50,exact,1
藝文類聚,異苑,49,exact,1
藝文類聚,戰國策,49,exact,1
藝文類聚,列子,48,exact,1
藝文類聚,抱朴子,48,exact,1
藝文類聚,管子,45,exact,1
藝文類聚,家語,43,exact,1
藝文類聚,晉書,43,classic-unheld,1
藝文類聚,廣雅,40,exact,1
藝文類聚,列仙傳,40,exact,1
藝文類聚,穆天子傳,39,exact,1
藝文類聚,神仙傳,37,exact,1
藝文類聚,論衡,35,exact,1
藝文類聚,尸子,32,exact,1
藝文類聚,周書,31,exact,1
藝文類聚,離騷,30,exact,1
藝文類聚,帝王世紀,28,exact,1
藝文類聚,列女傳,28,exact,1
藝文類聚,尚書大傳,27,exact,1
藝文類聚,古今注,27,exact,1
藝文類聚,孟子,26,classic-unheld,1
藝文類聚,大戴禮記,26,history-alias,1
藝文類聚,神異經,26,exact,1
藝文類聚,白虎通,25,exact,1
藝文類聚,荀子,25,history-alias,1
藝文類聚,老子,22,exact,1
藝文類聚,漢武故事,22,exact,1
藝文類聚,廣州記,22,author-prefix-stripped,1
藝文類聚,呂氏春秋,22,exact,1
藝文類聚,文子,20,exact,1
藝文類聚,六韜,20,exact,1
藝文類聚,墨子,20,exact,1
藝文類聚,物理論,19,exact,1
藝文類聚,國語,19,exact,1
藝文類聚,搜神記,19,exact,1
藝文類聚,詩序,19,exact,1
藝文類聚,華陽國志,18,exact,1
藝文類聚,新論,18,author-prefix-stripped,1
藝文類聚,孔叢子,18,exact,1
藝文類聚,晉陽秋,17,exact,1
藝文類聚,郭子,17,exact,1
藝文類聚,新序,17,exact,1
藝文類聚,方言,16,exact,1
藝文類聚,琴操,15,exact,1
藝文類聚,鹽鐵論,15,exact,1
藝文類聚,南康記,14,author-prefix-stripped,1
藝文類聚,易林,11,author-prefix-stripped,1
藝文類聚,魏書,11,exact,1
藝文類聚,周易,10,classic-unheld,1
藝文類聚,春秋繁露,10,exact,1
藝文類聚,鄴中記,10,author-prefix-stripped,1
藝文類聚,廬山記,10,author-prefix-stripped,1
藝文類聚,孝經,10,classic-unheld,1
藝文類聚,三秦記,10,exact,1
藝文類聚,世本,9,exact,1
藝文類聚,幽明錄,9,exact,1
藝文類聚,家傳,9,author-prefix-stripped,1
藝文類聚,述異記,9,exact,1
藝文類聚,尹文子,9,exact,1
藝文類聚,連珠,9,bracket-note,1
藝文類聚,續晉陽秋,8,exact,1
藝文類聚,雜詩,8,exact,1
藝文類聚,鶡冠子,8,exact,1
藝文類聚,四民月令,8,author-prefix-stripped,1
藝文類聚,晉紀,8,author-prefix-stripped,1
藝文類聚,交州記,7,author-prefix-stripped,1
藝文類聚,晏子春秋,7,exact,1
藝文類聚,英雄記,7,exact,1
藝文類聚,南齊書,7,history-alias,1
藝文類聚,慎子,7,exact,1
藝文類聚,兵法,7,author-prefix-stripped,1
藝文類聚,易傳,6,author-prefix-stripped,1
藝文類聚,春秋公羊傳,6,alias,1
藝文類聚,獨斷,6,author-prefix-stripped,1
藝文類聚,續齊諧記,6,exact,1
藝文類聚,丹陽記,6,author-prefix-stripped,1
藝文類聚,傅子,6,exact,1
藝文類聚,洞冥記,6,exact,1
藝文類聚,商君書,6,exact,1
藝文類聚,古史考,6,exact,1
藝文類聚,燕歌行,6,author-prefix-stripped,1
藝文類聚,范子計然,6,exact,1
藝文類聚,鸚鵡賦,6,author-prefix-stripped,1
藝文類聚,申子,5,exact,1
藝文類聚,易飛候,5,author-prefix-stripped,1
藝文類聚,孫子,5,author-prefix-stripped,1
藝文類聚,西京雜記,5,exact,1
藝文類聚,蜀王本紀,5,exact,1
藝文類聚,襄陽記,5,exact,1
藝文類聚,儀禮,5,classic-unheld,1
藝文類聚,漢官儀,5,alias-unheld,1
藝文類聚,涼州記,5,author-prefix-stripped,1
藝文類聚,洛陽記,5,author-prefix-stripped,1
藝文類聚,笑林,5,exact,1
藝文類聚,安石榴賦,5,author-prefix-stripped,1
藝文類聚,天問,4,author-prefix-stripped,1
藝文類聚,歸藏,4,exact,1
藝文類聚,浮山記,4,author-prefix-stripped,1
藝文類聚,高士傳,4,author-prefix-stripped,1
藝文類聚,長歌行,4,author-prefix-stripped,1
藝文類聚,九州春秋,4,exact,1
藝文類聚,詠史詩,4,author-prefix-stripped,1
藝文類聚,七命,4,author-prefix-stripped,1
藝文類聚,相風賦,4,author-prefix-stripped,1
藝文類聚,拾遺記,4,exact,1
藝文類聚,管仲,3,author-prefix-stripped,1
藝文類聚,靈憲,3,author-prefix-stripped,1
藝文類聚,漢武帝内傳,3,exact,1
藝文類聚,新語,3,author-prefix-stripped,1
藝文類聚,水經,3,exact,1
藝文類聚,鬻子,3,exact,1
藝文類聚,北齊書,3,classic-unheld,1
藝文類聚,陳書,3,exact,1
藝文類聚,擬古詩,3,author-prefix-stripped,1
藝文類聚,漢晉春秋,3,exact,1
藝文類聚,新書,3,author-prefix-stripped,1
藝文類聚,子貢,3,author-prefix-stripped,1
藝文類聚,七哀詩,3,author-prefix-stripped,1
藝文類聚,秋胡行,3,author-prefix-stripped,1
藝文類聚,短歌行,3,author-prefix-stripped,1
藝文類聚,法言,3,author-prefix-stripped,1
藝文類聚,蜀都賦,3,author-prefix-stripped,1
藝文類聚,吳地記,3,exact,1
藝文類聚,登樓賦,3,author-prefix-stripped,1
藝文類聚,漏刻銘,3,author-prefix-stripped,1
藝文類聚,蓮花賦,3,author-prefix-stripped,1
藝文類聚,芙蓉賦,3,author-prefix-stripped,1
藝文類聚,柳賦,3,author-prefix-stripped,1
藝文類聚,洛神賦,2,exact,1
藝文類聚,愁霖賦,2,author-prefix-stripped,1
藝文類聚,北征記,2,author-prefix-stripped,1
藝文類聚,易緯通卦驗,2,exact,1
藝文類聚,大暑賦,2,author-prefix-stripped,1
藝文類聚,孔子家語,2,exact,1
藝文類聚,九歌,2,author-prefix-stripped,1
藝文類聚,海賦,2,author-prefix-stripped,1
藝文類聚,晉安帝紀,2,exact,1
藝文類聚,井賦,2,author-prefix-stripped,1
藝文類聚,梁書,2,classic-unheld,1
藝文類聚,皇太子箴,2,author-prefix-stripped,1
藝文類聚,鬼谷子,2,exact,1
藝文類聚,揚子法言,2,exact,1
藝文類聚,士緯,2,author-prefix-stripped,1
藝文類聚,三略,2,author-prefix-stripped,1
藝文類聚,諸葛亮集,2,exact,1
藝文類聚,與吳質書,2,author-prefix-stripped,1
藝文類聚,述初賦,2,author-prefix-stripped,1
藝文類聚,西征賦,2,author-prefix-stripped,1
藝文類聚,寡婦賦,2,author-prefix-stripped,1
藝文類聚,五經異義,2,exact,1
藝文類聚,三禮圖,2,exact,1
藝文類聚,善哉行,2,author-prefix-stripped,1
藝文類聚,猛虎行,2,author-prefix-stripped,1
藝文類聚,從軍行,2,author-prefix-stripped,1
藝文類聚,甄異傳,2,exact,1
藝文類聚,七發,2,author-prefix-stripped,1
藝文類聚,從軍詩,2,author-prefix-stripped,1
藝文類聚,集韻,2,exact,1
藝文類聚,太𤣥經,2,exact,1
藝文類聚,羽獵賦,2,author-prefix-stripped,1
藝文類聚,菊花賦,2,author-prefix-stripped,1
藝文類聚,江賦,2,exact,1
藝文類聚,南方草木狀,2,exact,1
藝文類聚,閑居賦,2,exact,1
藝文類聚,高松賦,2,author-prefix-stripped,1
藝文類聚,月賦,1,author-prefix-stripped,1
藝文類聚,喜霽賦,1,author-prefix-stripped,1
藝文類聚,雷賦,1,author-prefix-stripped,1
藝文類聚,甘泉賦,1,exact,1
藝文類聚,玉燭寶典,1,exact,1
藝文類聚,寒食,1,line-initial,1
藝文類聚,周禮注,1,exact,1
藝文類聚,農書,1,author-prefix-stripped,1
藝文類聚,沙州記,1,author-prefix-stripped,1
藝文類聚,鹽池賦,1,author-prefix-stripped,1
藝文類聚,春秋傳,1,author-prefix-stripped,1
藝文類聚,生經,1,author-prefix-stripped,1
藝文類聚,髑髏賦,1,author-prefix-stripped,1
藝文類聚,獨酌謡,1,author-prefix-stripped,1
藝文類聚,蜀記,1,exact,1
藝文類聚,春秋,1,classic-unheld,1
藝文類聚,中論,1,author-prefix-stripped,1
藝文類聚,文質論,1,author-prefix-stripped,1
藝文類聚,女誡,1,author-prefix-stripped,1
藝文類聚,與陳伯之書,1,author-prefix-stripped,1
藝文類聚,解嘲,1,author-prefix-stripped,1
藝文類聚,應譏,1,author-prefix-stripped,1
藝文類聚,東征賦,1,author-prefix-stripped,1
藝文類聚,思歸賦,1,author-prefix-stripped,1
藝文類聚,南征賦,1,author-prefix-stripped,1
藝文類聚,閨情,1,bracket-note,1
藝文類聚,關中詩,1,author-prefix-stripped,1
藝文類聚,傷逝賦,1,author-prefix-stripped,1
藝文類聚,哀江南賦,1,author-prefix-stripped,1
藝文類聚,庭誥,1,author-prefix-stripped,1
藝文類聚,貧家賦,1,author-prefix-stripped,1
藝文類聚,僮約,1,author-prefix-stripped,1
藝文類聚,逸民賦,1,author-prefix-stripped,1
藝文類聚,思田賦,1,author-prefix-stripped,1
藝文類聚,春秋穀梁傳,1,alias-unheld,1
藝文類聚,書儀,1,author-prefix-stripped,1
藝文類聚,禮論,1,exact,1
藝文類聚,籍田賦,1,author-prefix-stripped,1
藝文類聚,皇覽,1,exact,1
藝文類聚,有所思,1,author-prefix-stripped,1
藝文類聚,櫂歌行,1,author-prefix-stripped,1
藝文類聚,江南曲,1,author-prefix-stripped,1
藝文類聚,樂論,1,author-prefix-stripped,1
藝文類聚,笙賦,1,author-prefix-stripped,1
藝文類聚,五等論,1,author-prefix-stripped,1
藝文類聚,玉臺新詠序,1,author-prefix-stripped,1
藝文類聚,七華,1,author-prefix-stripped,1
藝文類聚,檄蜀文,1,author-prefix-stripped,1
藝文類聚,筆賦,1,author-prefix-stripped,1
藝文類聚,撰征賦,1,author-prefix-stripped,1
藝文類聚,武軍賦,1,author-prefix-stripped,1
藝文類聚,齊都賦,1,author-prefix-stripped,1
藝文類聚,趙都賦,1,author-prefix-stripped,1
藝文類聚,石闕銘,1,author-prefix-stripped,1
藝文類聚,登臺賦,1,author-prefix-stripped,1
藝文類聚,蕪城賦,1,author-prefix-stripped,1
藝文類聚,近遊賦,1,author-prefix-stripped,1
藝文類聚,小園賦,1,author-prefix-stripped,1
藝文類聚,懷園引,1,author-prefix-stripped,1
藝文類聚,射雉賦,1,author-prefix-stripped,1
藝文類聚,獻帝春秋,1,exact,1
藝文類聚,觀漏賦,1,author-prefix-stripped,1
藝文類聚,軍令,1,exact,1
藝文類聚,集異記,1,exact,1
藝文類聚,酒賦,1,author-prefix-stripped,1
藝文類聚,四體書勢,1,author-prefix-stripped,1
藝文類聚,象經序,1,author-prefix-stripped,1
藝文類聚,天光寺碑,1,author-prefix-stripped,1
藝文類聚,東都賦,1,exact,1
藝文類聚,青苔賦,1,author-prefix-stripped,1
藝文類聚,續後漢書,1,exact,1
藝文類聚,相貝經,1,exact,1
藝文類聚,桃花源記,1,author-prefix-stripped,1
藝文類聚,十六國春秋,1,author-prefix-stripped,1
藝文類聚,晉錄,1,exact,1
藝文類聚,春秋説,1,exact,1
藝文類聚,隋書,1,exact,1
藝文類聚,孔氏志怪,1,exact,1
藝文類聚,商子,1,author-prefix-stripped,1
藝文類聚,竹譜,1,exact,1
藝文類聚,相鶴經,1,exact,1
藝文類聚,琴清英,1,author-prefix-stripped,1
藝文類聚,宣驗記,1,exact,1
藝文類聚,馬詩,1,author-prefix-stripped,1
藝文類聚,九懷,1,author-prefix-stripped,1
藝文類聚,齊諧記,1,exact,1
記纂淵海,漢書,203,bracket-note,1
記纂淵海,史記,200,bracket-note,1
記纂淵海,唐文粹,184,bracket-note,1
記纂淵海,荀子,177,bracket-note,1
記纂淵海,楚辭,128,bracket-note,1
記纂淵海,家語,125,bracket-note,1
記纂淵海,禮記,117,bracket-note,1
記纂淵海,列子,115,bracket-note,1
記纂淵海,通典,115,bracket-note,1
記纂淵海,論語,113,bracket-note,1
記纂淵海,戰國策,93,bracket-note,1
記纂淵海,抱朴子,83,bracket-note,1
記纂淵海,國語,82,bracket-note,1
記纂淵海,隋書,81,bracket-note,1
記纂淵海,説苑,74,bracket-note,1
記纂淵海,欒城集,66,bracket-note,1
記纂淵海,管子,60,bracket-note,1
記纂淵海,後漢書,60,bracket-note,1
記纂淵海,宋書,59,bracket-note,1
記纂淵海,劉子,52,bracket-note,1
記纂淵海,吕氏春秋,50,bracket-note,1
記纂淵海,老子,47,bracket-note,1
記纂淵海,山海經,44,bracket-note,1
記纂淵海,西京雜記,42,bracket-note,1
記纂淵海,白虎通,39,bracket-note,1
記纂淵海,詩序,39,bracket-note,1
記纂淵海,韓詩外傳,32,bracket-note,1
記纂淵海,韓非子,31,bracket-note,1
記纂淵海,孔叢子,31,bracket-note,1
記纂淵海,博物志,30,bracket-note,1
記纂淵海,古今注,29,bracket-note,1
記纂淵海,列女傳,29,bracket-note,1
記纂淵海,續世說,26,bracket-note,1
記纂淵海,論衡,25,bracket-note,1
記纂淵海,新唐書,25,bracket-note,1
記纂淵海,文子,23,bracket-note,1
記纂淵海,東觀漢記,22,bracket-note,1
記纂淵海,述異記,21,bracket-note,1
記纂淵海,拾遺記,21,bracket-note,1
記纂淵海,三國志,21,bracket-note,1
記纂淵海,晉紀,21,bracket-note,1
記纂淵海,初學記,20,bracket-note,1
記纂淵海,神仙傳,19,bracket-note,1
記纂淵海,廣雅,18,bracket-note,1
記纂淵海,晏子春秋,17,bracket-note,1
記纂淵海,唐鑑,17,bracket-note,1
記纂淵海,南部新書,17,bracket-note,1
記纂淵海,子貢,17,author-prefix-stripped,1
記纂淵海,事物紀原,17,bracket-note,1
記纂淵海,孫子,16,bracket-note,1
記纂淵海,神異經,16,bracket-note,1
記纂淵海,釋名,16,bracket-note,1
記纂淵海,顔氏家訓,16,bracket-note,1
記纂淵海,書斷,16,bracket-note,1
記纂淵海,尸子,15,bracket-note,1
記纂淵海,列仙傳,15,bracket-note,1
記纂淵海,異苑,15,bracket-note,1
記纂淵海,舊唐書,15,bracket-note,1
記纂淵海,東都事略,15,bracket-note,1
記纂淵海,北夢瑣言,14,bracket-note,1
記纂淵海,慎子,13,bracket-note,1
記纂淵海,朝野僉載,13,bracket-note,1
記纂淵海,廬山記,13,bracket-note,1
記纂淵海,金樓子,13,bracket-note,1
記纂淵海,宋史,12,bracket-note,1
記纂淵海,西京賦,12,bracket-note,1
記纂淵海,墨子,12,bracket-note,1
記纂淵海,劉向,12,bracket-note,1
記纂淵海,尚書大傳,11,bracket-note,1
記纂淵海,搜神記,11,bracket-note,1
記纂淵海,帝王世紀,10,bracket-note,1
記纂淵海,琴操,10,bracket-note,1
記纂淵海,鶡冠子,10,bracket-note,1
記纂淵海,古樂府,10,bracket-note,1
記纂淵海,六韜,10,bracket-note,1
記纂淵海,通志,10,bracket-note,1
記纂淵海,續漢書,10,bracket-note,1
記纂淵海,開元天寶遺事,10,bracket-note,1
記纂淵海,陳書,10,bracket-note,1
記纂淵海,穆天子傳,9,bracket-note,1
記纂淵海,華陽國志,9,bracket-note,1
記纂淵海,鄴中記,8,bracket-note,1
記纂淵海,山谷集,8,bracket-note,1
記纂淵海,藝文類聚,8,bracket-note,1
記纂淵海,郭子,8,bracket-note,1
記纂淵海,新序,8,bracket-note,1
記纂淵海,方言,8,bracket-note,1
記纂淵海,漢武故事,7,bracket-note,1
記纂淵海,青箱雜記,7,bracket-note,1
記纂淵海,談苑,7,bracket-note,1
記纂淵海,水經,7,bracket-note,1
記纂淵海,冷齋夜話,7,bracket-note,1
記纂淵海,魏書,7,bracket-note,1
記纂淵海,歸田錄,7,bracket-note,1
記纂淵海,文苑英華,7,bracket-note,1
記纂淵海,文心雕龍,7,bracket-note,1
記纂淵海,子華子,7,bracket-note,1
記纂淵海,洛陽伽藍記,7,bracket-note,1
記纂淵海,廣州記,7,bracket-note,1
記纂淵海,酉陽雜俎,6,bracket-note,1
記纂淵海,開元天寳遺事,6,bracket-note,1
