cited_head,citations,leishu_count,leishu
荆楚歲時記,31,6,事類賦；初學記；太平御覽；御定淵鑑𩔖函；海録碎事；編珠
英賢傳,31,3,元和姓纂；古今姓氏書辯證；萬姓統譜
周公,31,14,冊府元龜；古今合璧事類備要；喻林；天中記；太平御覽；廣博物志
聞之,31,13,冊府元龜；初學記；古今合璧事類備要；喻林；天中記；太平御覽
郭義恭廣志,31,4,初學記；太平御覽；御定淵鑑𩔖函；編珠
列士傳,31,6,北堂書鈔；天中記；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
李白詩,31,4,古今事文類聚；古今合璧事類備要；御定淵鑑𩔖函；白孔六帖
禮記子,31,5,圖書編；御定佩文韻府；御定淵鑑𩔖函；御定韻府拾遺；駢志
後漢書章帝紀詔,31,5,御定佩文韻府；御定分類字錦；御定子史精華；御定韻府拾遺；御定駢字類編
易乾鑿度,30,11,事物紀原；事類賦；初學記；北堂書鈔；天中記；太平御覽
漢書郊祀志,30,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
茅君内傳,30,7,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖
永嘉記,30,7,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠
曹瞞傳,30,7,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
易說卦,30,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
漢書藝文志,30,8,元和姓纂；初學記；北堂書鈔；名賢氏族言行類稿；太平御覽；御定淵鑑𩔖函
下詔,30,10,冊府元龜；天中記；太平御覽；御定分類字錦；御定子史精華；御定淵鑑𩔖函
謂左右,30,16,冊府元龜；同姓名録；天中記；太平御覽；御定佩文韻府；御定分類字錦
周書時訓,30,5,初學記；圖書編；太平御覽；御定淵鑑𩔖函；藝文類聚
宋元嘉起居注,30,6,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
禮器,30,5,北堂書鈔；太平御覽；御定淵鑑𩔖函；羣書考索；駢志
左傳仲尼,30,7,北堂書鈔；御定佩文韻府；御定分類字錦；御定淵鑑𩔖函；御定韻府拾遺；御定駢字類編
列仙𫝊,30,3,圖書編；太平御覽；御定淵鑑𩔖函
曰孔子,30,5,太平御覽；御定佩文韻府；御定淵鑑𩔖函；藝文類聚；韻府羣玉
元和郡縣圖,30,1,太平御覽
說苑孔子,30,6,御定佩文韻府；御定分類字錦；御定淵鑑𩔖函；御定韻府拾遺；御定駢字類編；駢志
梁書武帝紀詔,30,4,御定佩文韻府；御定子史精華；御定韻府拾遺；御定駢字類編
紀詔,30,4,御定佩文韻府；御定分類字錦；御定子史精華；御定駢字類編
鹽鐵論文學,30,3,御定佩文韻府；御定駢字類編；玉海
八編𩔖纂,30,1,御定淵鑑𩔖函
明堂位,29,8,事物紀原；北堂書鈔；圖書編；太平御覽；御定淵鑑𩔖函；玉海
輿服志,29,6,事物紀原；事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函
班固,29,12,事物紀原；北堂書鈔；圖書編；太平御覽；山堂肆考；御定淵鑑𩔖函
遁甲開山圖,29,8,事類賦；初學記；同姓名録；太平御覽；廣博物志；御定淵鑑𩔖函
師曠占,29,8,事類賦；全芳備祖集；北堂書鈔；太平御覽；山堂肆考；御定淵鑑𩔖函
三齊略記,29,6,事類賦；初學記；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
王晉書,29,1,北堂書鈔
晉諸公贊,29,4,北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
鹽鐵論大夫,29,6,北堂書鈔；御定佩文韻府；御定分類字錦；御定韻府拾遺；御定駢字類編；玉海
索隠,29,7,古今姓氏書辯證；名疑；天中記；山堂肆考；御定駢字類編；玉海
建康記,29,3,太平御覽；御定淵鑑𩔖函；藝文類聚
増詩,29,1,御定淵鑑𩔖函
事始,28,5,事物紀原；御定淵鑑𩔖函；格致鏡原；玉海；韻府羣玉
天子,28,17,事物紀原；冊府元龜；北堂書鈔；古今事文類聚；古今源流至論；圖書編
易繫辭,28,6,事物紀原；北堂書鈔；圖書編；太平御覽；御定淵鑑𩔖函；稗編
易通卦騐,28,6,事類賦；六帖補；初學記；太平御覽；御定淵鑑𩔖函；藝文類聚
汜勝之書,28,6,事類賦；初學記；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
燕書,28,5,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
鍾離意别傳,28,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
盧諶祭法,28,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
也故,28,13,八面鋒；北堂書鈔；喻林；圖書編；天中記；太平御覽
華山記,28,6,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
纂文,28,7,初學記；北堂書鈔；古今姓氏書辯證；太平御覽；御定淵鑑𩔖函；格致鏡原
太公,28,16,北堂書鈔；古今事文類聚；古今合璧事類備要；喻林；太平御覽；廣博物志
大夫,28,16,北堂書鈔；古今合璧事類備要；喻林；天中記；太平御覽；廣博物志
秦州記,28,5,北堂書鈔；圖書編；太平御覽；御定淵鑑𩔖函；藝文類聚
謂人,28,14,古今合璧事類備要；天中記；太平御覽；山堂肆考；廣博物志；御定佩文韻府
雜五行書,28,4,天中記；太平御覽；御定淵鑑𩔖函；藝文類聚
白帖,28,4,天中記；山堂肆考；御定淵鑑𩔖函；翰苑新書
皇甫謐髙士傳,28,3,太平御覽；御定淵鑑𩔖函；藝文類聚
宋書孝武帝紀詔,28,4,御定佩文韻府；御定子史精華；御定韻府拾遺；御定駢字類編
通紀,28,1,御定淵鑑𩔖函
原易,28,1,御定淵鑑𩔖函
陸贄,28,7,御定淵鑑𩔖函；玉海；白孔六帖；羣書考索；職官分紀；記纂淵海
宋朝會要,27,1,事物紀原
明皇雜録,27,3,事物紀原；太平御覽；御定淵鑑𩔖函
董巴輿服志,27,8,事物紀原；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；玉海
漢記,27,8,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖
林邑記,27,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
楚國先賢傳,27,7,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠
吳都賦,27,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
問之,27,17,事類賦；古今合璧事類備要；古今源流至論；名賢氏族言行類稿；天中記；太平御覽
祭法,27,7,事類賦；北堂書鈔；圖書編；太平御覽；御定淵鑑𩔖函；玉海
夏小正,27,8,初學記；古今事文類聚；圖書編；太平御覽；御定淵鑑𩔖函；海録碎事
湘中記,27,7,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
史記天官書,27,5,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
晉百官表注,27,5,初學記；北堂書鈔；御定淵鑑𩔖函；玉海；職官分紀
竹書紀年,27,5,北堂書鈔；天中記；太平御覽；御定淵鑑𩔖函；玉海
禮記王制,27,6,北堂書鈔；太平御覽；御定淵鑑𩔖函；職官分紀；駢志；龍筋鳳髓判
尚書舜典,27,6,北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚；龍筋鳳髓判
楚漢春秋,27,4,北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
也對,27,12,北堂書鈔；喻林；天中記；太平御覽；御定佩文韻府；御定子史精華
宋均,27,9,喻林；天中記；太平御覽；御定佩文韻府；御定淵鑑𩔖函；玉海
子對,27,11,天中記；太平御覽；帝王經世圖譜；廣博物志；御定佩文韻府；御定分類字錦
獻徵録,27,1,御定淵鑑𩔖函
彚苑,27,1,御定淵鑑𩔖函
世紀,26,10,事物紀原；事類賦；初學記；北堂書鈔；太平御覽；廣博物志
虞書,26,13,事物紀原；冊府元龜；初學記；古今合璧事類備要；喻林；圖書編
六帖,26,5,事物紀原；古今合璧事類備要；名疑；御定淵鑑𩔖函；翰苑新書
漢武帝故事,26,6,事類賦；六帖補；初學記；太平御覽；御定淵鑑𩔖函；藝文類聚
東方朔别傳,26,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
胡廣,26,11,初學記；北堂書鈔；古今合璧事類備要；天中記；御定淵鑑𩔖函；御定駢字類編
郊祀志,26,4,北堂書鈔；太平御覽；御定淵鑑𩔖函；玉海
字林,26,7,北堂書鈔；太平御覽；御定淵鑑𩔖函；格致鏡原；海録碎事；玉海
外國圖,26,2,北堂書鈔；太平御覽
之對,26,12,古今合璧事類備要；天中記；太平御覽；廣博物志；御定佩文韻府；御定子史精華
五行志,26,5,太平御覽；御定淵鑑𩔖函；玉海；藝文類聚；記纂淵海
潛確𩔖書,26,1,御定淵鑑𩔖函
玉燭寳典,25,10,事物紀原；事類賦；初學記；古今合璧事類備要；太平御覽；御定淵鑑𩔖函
續述征記,25,7,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠
梁州記,25,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
古人有言,25,7,事類賦；冊府元龜；喻林；太平御覽；御定佩文韻府；玉海
魏都賦,25,7,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；翰苑新書
永嘉郡記,25,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
秦記,25,6,事類賦；北堂書鈔；圖書編；太平御覽；御定淵鑑𩔖函；藝文類聚
唐史,25,5,六帖補；北堂書鈔；古今源流至論；太平御覽；御定淵鑑𩔖函
又歌,25,5,初學記；圖書編；太平御覽；御定淵鑑𩔖函；記纂淵海
漢名臣奏,25,8,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；玉海；白孔六帖
禮記玉藻,25,4,北堂書鈔；太平御覽；御定淵鑑𩔖函；羣書考索
廣州先賢傳,25,4,北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
方輿志,25,2,太平御覽；御定淵鑑𩔖函
禮記内則,25,4,太平御覽；小學紺珠；御定淵鑑𩔖函；藝文類聚
禮記外傳,25,2,太平御覽；御定淵鑑𩔖函
弇州史料,25,1,御定淵鑑𩔖函
續漢書輿服志,24,7,事物紀原；事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠
續漢書禮儀志,24,6,事物紀原；事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
鄭康成,24,12,事物紀原；北堂書鈔；古今源流至論；圖書編；太平御覽；小學紺珠
蕭方等三十國春秋,24,4,事類賦；初學記；太平御覽；御定淵鑑𩔖函
魏文帝典論,24,9,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠
益都耆舊傳,24,4,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函
司馬相如上林賦,24,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠
其二,24,9,冊府元龜；太平御覽；山堂肆考；御定佩文韻府；御定淵鑑𩔖函；御定駢字類編
命之,24,13,冊府元龜；古今合璧事類備要；圖書編；太平御覽；御定佩文韻府；御定子史精華
禮記檀弓,24,3,初學記；太平御覽；御定淵鑑𩔖函
董巴漢輿服志,24,2,初學記；太平御覽
秦子,24,4,北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
嵩髙山記,24,5,北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
范子,24,5,北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
唐太宗,24,11,古今事文類聚；古今合璧事類備要；圖書編；小學紺珠；山堂肆考；御定淵鑑𩔖函
洪範,24,6,天中記；太平御覽；御定淵鑑𩔖函；御定駢字類編；白孔六帖；韻府羣玉
唐書官品志,24,1,太平御覽
臨海水土物志,24,1,太平御覽
後漢書明帝紀詔,24,5,御定佩文韻府；御定分類字錦；御定子史精華；御定韻府拾遺；御定駢字類編
彚苑詳注,24,1,御定淵鑑𩔖函
本草李時珍,24,2,御定淵鑑𩔖函；格致鏡原
西山先生,24,1,玉海
會要,23,4,事物紀原；御定淵鑑𩔖函；玉海；羣書考索
摭言,23,5,事物紀原；古今事文類聚；御定淵鑑𩔖函；白孔六帖；錦繡萬花谷
孝經緯,23,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
凉州記,23,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
録異傳,23,6,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
魏文帝詔,23,12,事類賦；全芳備祖集；初學記；古今事文類聚；古今合璧事類備要；太平御覽
典術,23,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；藝文類聚
漢書地理志,23,4,事類賦；初學記；太平御覽；御定淵鑑𩔖函
名之,23,13,冊府元龜；古今合璧事類備要；圖書編；天中記；太平御覽；山堂肆考
中庸,23,6,冊府元龜；古今源流至論；圖書編；太平御覽；御定淵鑑𩔖函；玉海
黄帝,23,13,冊府元龜；初學記；北堂書鈔；圖書編；太平御覽；御定駢字類編
又問,23,6,冊府元龜；北堂書鈔；太平御覽；御定佩文韻府；格致鏡原；經濟類編
子游,23,9,冊府元龜；北堂書鈔；圖書編；太平御覽；御定淵鑑𩔖函；御定駢字類編
髙誘,23,7,初學記；圖書編；天中記；太平御覽；御定淵鑑𩔖函；海録碎事
沈懐遠南越志,23,5,初學記；太平御覽；御定淵鑑𩔖函；白孔六帖；編珠
曹植詩,23,8,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；御定駢字類編；海録碎事
荆州圖記,23,5,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
春秋合誠圖,23,7,初學記；北堂書鈔；天中記；太平御覽；御定淵鑑𩔖函；職官分紀
禮統,23,6,初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖；藝文類聚
春秋潛潭巴,23,6,北堂書鈔；古今合璧事類備要；太平御覽；御定淵鑑𩔖函；玉海；藝文類聚
先賢行狀,23,6,北堂書鈔；太平御覽；御定淵鑑𩔖函；玉海；白孔六帖；藝文類聚
吳錄,23,6,北堂書鈔；太平御覽；御定淵鑑𩔖函；編珠；職官分紀；藝文類聚
左思呉都賦,23,3,北堂書鈔；太平御覽；御定淵鑑𩔖函
馬援,23,5,古今事文類聚；古今合璧事類備要；御定淵鑑𩔖函；記纂淵海；韻府羣玉
伊川,23,5,古今合璧事類備要；古今源流至論；圖書編；山堂肆考；羣書㑹元截江網
李竒,23,9,天中記；太平御覽；御定佩文韻府；御定淵鑑𩔖函；御定駢字類編；海録碎事
雲南記,23,2,太平御覽；御定淵鑑𩔖函
史記封禪書,22,5,事物紀原；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚
春秋佐助期,22,7,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；海録碎事
河圖括地象,22,8,事類賦；初學記；北堂書鈔；太平御覽；御定淵鑑𩔖函；白孔六帖
邴原别傳,22,6,事類賦；北堂書鈔；太平御覽；御定淵鑑𩔖函；藝文類聚；駢志
魏武令,22,10,事類賦；冊府元龜；初學記；北堂書鈔；古今事文類聚；古今合璧事類備要
楊子,22,11,事類賦；古今事文類聚；喻林；天中記；太平御覽；山堂肆考
太子,22,13,冊府元龜；天中記；太平御覽；廣博物志；御定分類字錦；御定子史精華
考工記,22,9,初學記；喻林；圖書編；太平御覽；御定淵鑑𩔖函；御定駢字類編
王粲七釋,22,6,初學記；北堂書鈔；太平御覽；御定子史精華；御定淵鑑𩔖函；編珠
晉宫闕名,22,7,初學記；太平御覽；山堂肆考；御定淵鑑𩔖函；白孔六帖；編珠
亡徴篇,22,1,北堂書鈔
穀梁,22,6,北堂書鈔；帝王經世圖譜；御定淵鑑𩔖函；白孔六帖；稗編；韻府羣玉
宋書禮志,22,3,北堂書鈔；太平御覽；御定淵鑑𩔖函
左氏,22,8,北堂書鈔；古今合璧事類備要；山堂肆考；帝王經世圖譜；白孔六帖；稗編
水經註,22,3,北堂書鈔；圖書編；太平御覽
先生,22,12,古今合璧事類備要；古今源流至論；名賢氏族言行類稿；太平御覽；御定佩文韻府；御定子史精華
