glyph,moe_id,grade,canonical_moe_id,canonical_glyph
巰,B00915,正字 ,B00915,巰
󷝕,B00915-001,異體字 ,B00915,巰
巹,B00916,正字 ,B00916,巹
卺,B00916-001,異體字 ,B00916,巹
𢀿,B00916-003,異體字 ,B00916,巹
󷝖,B00916-004,異體字 ,B00916,巹
󷝗,B00916-005,異體字 ,B00916,巹
󷝘,B00916-006,異體字 ,B00916,巹
󷝙,B00916-007,異體字 ,B00916,巹
󷝚,B00916-008,異體字 ,B00916,巹
巿,B00917,正字 ,B00917,巿
󷝛,B00917-001,異體字 ,B00917,巿
󷝜,B00917-002,異體字 ,B00917,巿
帊,B00918,正字 ,B00918,帊
袙,B00918-001,異體字 ,B00918,帊
帗,B00919,正字 ,B00919,帗
𢁵,B00919-001,異體字 ,B00919,帗
󷝝,B00919-002,異體字 ,B00919,帗
󷝞,B00919-003,異體字 ,B00919,帗
󷝟,B00919-004,異體字 ,B00919,帗
帔,B00920,正字 ,B00920,帔
帙,B00921,正字 ,B00921,帙
怢,B00921-001,異體字 ,B00921,帙
󷝠,B00921-002,異體字 ,B00921,帙
袟,B00921-003,異體字 ,B00921,帙
󷝡,B00921-005,異體字 ,B00921,帙
𢁪,B00921-006,異體字 ,B00921,帙
帡,B00922,正字 ,B00922,帡
帲,B00922-001,異體字 ,B00922,帡
帢,B00923,正字 ,B00923,帢
𠕣,B00923-001,異體字 ,B00923,帢
𢂿,B00923-002,異體字 ,B00923,帢
𢃫,B00923-003,異體字 ,B00923,帢
𧚧,B00923-004,異體字 ,B00923,帢
𩉉,B00923-005,異體字 ,B00923,帢
󷝢,B00923-006,異體字 ,B00923,帢
㡊,B00923-007,異體字 ,B00923,帢
帟,B00924,正字 ,B00924,帟
󷝣,B00924-001,異體字 ,B00924,帟
帣,B00925,正字 ,B00925,帣
帠,B00926,正字 ,B00926,帠
󷝤,B00926-001,異體字 ,B00926,帠
帤,B00927,正字 ,B00927,帤
帩,B00928,正字 ,B00928,帩
帨,B00929,正字 ,B00929,帨
帨,B00929-001,異體字 ,B00929,帨
󷝥,B00929-002,異體字 ,B00929,帨
帾,B00930,正字 ,B00930,帾
帴,B00931,正字 ,B00931,帴
󷝦,B00931-001,異體字 ,B00931,帴
幄,B00932,正字 ,B00932,幄
楃,B00932-001,異體字 ,B00932,幄
𧛐,B00932-002,異體字 ,B00932,幄
󷝧,B00932-003,異體字 ,B00932,幄
𢄰,B00932-004,異體字 ,B00932,幄
幃,B00933,正字 ,B00933,幃
愇,B00933-001-1,異體字 ,B00933,幃
𠥎,B00933-002,異體字 ,B00933,幃
褘,B00933-003,異體字 ,B00933,幃
󷝨,B00933-005,異體字 ,B00933,幃
󷝩,B00933-006,異體字 ,B00933,幃
󷝪,B00933-008,附錄字 ,B00933,幃
幏,B00934,正字 ,B00934,幏
幎,B00935,正字 ,B00935,幎
幂,B00935-001,異體字 ,B00935,幎
󷝫,B00935-002,異體字 ,B00935,幎
󷝬,B00935-003,異體字 ,B00935,幎
󷝭,B00935-004,異體字 ,B00935,幎
𢁽,B00935-005,異體字 ,B00935,幎
𢃮,B00935-006,異體字 ,B00935,幎
幘,B00936,正字 ,B00936,幘
𢅙,B00936-001,異體字 ,B00936,幘
󷝮,B00936-002,異體字 ,B00936,幘
幙,B00937,正字 ,B00937,幙
󷝯,B00937-001,異體字 ,B00937,幙
幓,B00938,正字 ,B00938,幓
㡎,B00938-001,異體字 ,B00938,幓
幩,B00939,正字 ,B00939,幩
幩,B00939-001,異體字 ,B00939,幩
幝,B00940,正字 ,B00940,幝
󷝰,B00940-001,異體字 ,B00940,幝
幡,B00941,正字 ,B00941,幡
󷝱,B00941-001,異體字 ,B00941,幡
𢟷,B00941-002,異體字 ,B00941,幡
幠,B00942,正字 ,B00942,幠
𢅿,B00942-001,異體字 ,B00942,幠
󷝲,B00942-002,異體字 ,B00942,幠
幧,B00943,正字 ,B00943,幧
㡑,B00943-001,異體字 ,B00943,幧
幓,B00943-002,異體字 ,B00943,幧
幨,B00944,正字 ,B00944,幨
𢅐,B00944-001,異體字 ,B00944,幨
𢃔,B00944-002,異體字 ,B00944,幨
󷝳,B00944-003,異體字 ,B00944,幨
󷝴,B00944-004,異體字 ,B00944,幨
裧,B00944-005,異體字 ,B00944,幨
幦,B00945,正字 ,B00945,幦
𧜀,B00945-001,異體字 ,B00945,幦
󷝵,B00945-002,異體字 ,B00945,幦
󷝶,B00945-003,異體字 ,B00945,幦
𢅓,B00945-004,異體字 ,B00945,幦
簚,B00945-005,異體字 ,B00945,幦
󷝷,B00945-006,異體字 ,B00945,幦
幬,B00946,正字 ,B00946,幬
𢃖,B00946-001,異體字 ,B00946,幬
𢄛,B00946-002,異體字 ,B00946,幬
𢅂,B00946-003,異體字 ,B00946,幬
𢅱,B00946-004,異體字 ,B00946,幬
󷝸,B00946-005,異體字 ,B00946,幬
󷝹,B00946-006,異體字 ,B00946,幬
󷝺,B00946-007,附錄字 ,B00946,幬
幪,B00947,正字 ,B00947,幪
󷝻,B00947-002,異體字 ,B00947,幪
幭,B00948,正字 ,B00948,幭
𢅓,B00948-001,異體字 ,B00948,幭
󷝼,B00948-002,異體字 ,B00948,幭
󷝽,B00948-004,異體字 ,B00948,幭
簚,B00948-005,異體字 ,B00948,幭
𢅵,B00948-006,異體字 ,B00948,幭
幰,B00949,正字 ,B00949,幰
󷝾,B00949-001,異體字 ,B00949,幰
󷝿,B00949-002,異體字 ,B00949,幰
󷞀,B00949-003,異體字 ,B00949,幰
幵,B00950,正字 ,B00950,幵
开,B00950-001,異體字 ,B00950,幵
𢆛,B00950-002,異體字 ,B00950,幵
󷞁,B00950-003,異體字 ,B00950,幵
󷞂,B00950-004,異體字 ,B00950,幵
󷞃,B00950-005-1,異體字 ,B00950,幵
庀,B00951,正字 ,B00951,庀
䚰,B00951-001,異體字 ,B00951,庀
䚹,B00951-002,異體字 ,B00951,庀
𠨬,B00951-003-1,異體字 ,B00951,庀
庂,B00952,正字 ,B00952,庂
庋,B00953,正字 ,B00953,庋
庪,B00953-001,異體字 ,B00953,庋
󷞄,B00953-002,異體字 ,B00953,庋
㨳,B00953-003,異體字 ,B00953,庋
庉,B00954,正字 ,B00954,庉
𢇠,B00954-001,異體字 ,B00954,庉
庌,B00955,正字 ,B00955,庌
庈,B00956,正字 ,B00956,庈
庰,B00957,正字 ,B00957,庰
庰,B00957-001,異體字 ,B00957,庰
庤,B00958,正字 ,B00958,庤
𤲔,B00958-001,異體字 ,B00958,庤
𤲵,B00958-002,異體字 ,B00958,庤
庢,B00959,正字 ,B00959,庢
厔,B00959-001,異體字 ,B00959,庢
庛,B00960,正字 ,B00960,庛
𢉪,B00960-001,異體字 ,B00960,庛
𢊳,B00960-002,異體字 ,B00960,庛
󷞅,B00960-003,異體字 ,B00960,庛
庣,B00961,正字 ,B00961,庣
󷞆,B00961-001,異體字 ,B00961,庣
󷞇,B00961-002,異體字 ,B00961,庣
庥,B00962,正字 ,B00962,庥
󰆻,B00962-001,異體字 ,B00962,庥
庨,B00963,正字 ,B00963,庨
󷞈,B00963-001,異體字 ,B00963,庨
󷞉,B00963-002,附錄字 ,B00963,庨
庮,B00964,正字 ,B00964,庮
𠩚,B00964-001,異體字 ,B00964,庮
𢈬,B00964-002,異體字 ,B00964,庮
𢈞,B00964-003,異體字 ,B00964,庮
󷞊,B00964-004,異體字 ,B00964,庮
󷞋,B00964-005,異體字 ,B00964,庮
庪,B00965,正字 ,B00965,庪
󷞌,B00965-001,異體字 ,B00965,庪
󷞍,B00965-002,異體字 ,B00965,庪
庬,B00966,正字 ,B00966,庬
庱,B00967,正字 ,B00967,庱
󷞎,B00967-001,異體字 ,B00967,庱
庴,B00968,正字 ,B00968,庴
庹,B00969,正字 ,B00969,庹
庲,B00970,正字 ,B00970,庲
󷞏,B00970-001,異體字 ,B00970,庲
󷞐,B00970-002,異體字 ,B00970,庲
庳,B00971,正字 ,B00971,庳
𡲎,B00971-001,異體字 ,B00971,庳
𢈷,B00971-002,異體字 ,B00971,庳
庳,B00971-003,異體字 ,B00971,庳
廄,B00972,正字 ,B00972,廄
𠤙,B00972-001,異體字 ,B00972,廄
厩,B00972-002,異體字 ,B00972,廄
廐,B00972-003,異體字 ,B00972,廄
廏,B00972-004,異體字 ,B00972,廄
𢋁,B00972-005,異體字 ,B00972,廄
󷞑,B00972-006,異體字 ,B00972,廄
󷞒,B00972-007,異體字 ,B00972,廄
󷞓,B00972-008,異體字 ,B00972,廄
󷞕,B00972-010,異體字 ,B00972,廄
󷞖,B00972-011,異體字 ,B00972,廄
󷞗,B00972-012,異體字 ,B00972,廄
󷞘,B00972-013,異體字 ,B00972,廄
󷞙,B00972-014,異體字 ,B00972,廄
𣉑,B00972-015,異體字 ,B00972,廄
󷞚,B00972-016,異體字 ,B00972,廄
󷞛,B00972-017,異體字 ,B00972,廄
󷞜,B00972-018,異體字 ,B00972,廄
廅,B00973,正字 ,B00973,廅
󷞝,B00973-001,異體字 ,B00973,廅
󷞞,B00973-002,異體字 ,B00973,廅
󷞟,B00973-003,異體字 ,B00973,廅
㕎,B00973-004,異體字 ,B00973,廅
廌,B00974,正字 ,B00974,廌
𢊁,B00974-001,異體字 ,B00974,廌
𤙪,B00974-002,異體字 ,B00974,廌
𤞝,B00974-003,異體字 ,B00974,廌
𧣾,B00974-005,異體字 ,B00974,廌
󷞠,B00974-006,異體字 ,B00974,廌
廆,B00975,正字 ,B00975,廆
󷞢,B00975-001,異體字 ,B00975,廆
廋,B00976,正字 ,B00976,廋
廀,B00976-001,異體字 ,B00976,廋
󷞣,B00976-002,異體字 ,B00976,廋
󷞤,B00976-003,異體字 ,B00976,廋
󷞥,B00976-005,異體字 ,B00976,廋
廇,B00977,正字 ,B00977,廇
𢊺,B00977-001,異體字 ,B00977,廇
󷞦,B00977-002,異體字 ,B00977,廇
󷞧,B00977-003,異體字 ,B00977,廇
󷞨,B00977-004,異體字 ,B00977,廇
󷞩,B00977-005,附錄字 ,B00977,廇
廘,B00978,正字 ,B00978,廘
󷞪,B00978-001,異體字 ,B00978,廘
廑,B00979,正字 ,B00979,廑
厪,B00979-001,異體字 ,B00979,廑
𢋓,B00979-002,異體字 ,B00979,廑
㢙,B00979-003,異體字 ,B00979,廑
󷞫,B00979-004,異體字 ,B00979,廑
󷞬,B00979-006-1,異體字 ,B00979,廑
󷞭,B00979-007,異體字 ,B00979,廑
󷞮,B00979-009,異體字 ,B00979,廑
廗,B00980,正字 ,B00980,廗
󷞯,B00980-001,異體字 ,B00980,廗
󱫹,B00980-002,異體字 ,B00980,廗
廎,B00981,正字 ,B00981,廎
𢊼,B00981-001,異體字 ,B00981,廎
䯧,B00981-002,異體字 ,B00981,廎
󷞰,B00981-003,異體字 ,B00981,廎
󷞱,B00981-004,異體字 ,B00981,廎
󷞲,B00981-005,異體字 ,B00981,廎
󷞳,B00981-006,異體字 ,B00981,廎
廜,B00982,正字 ,B00982,廜
𢉜,B00982-001,異體字 ,B00982,廜
廕,B00983,正字 ,B00983,廕
󷞴,B00983-001,異體字 ,B00983,廕
󷞵,B00983-002,異體字 ,B00983,廕
󷞶,B00983-003,異體字 ,B00983,廕
󷞷,B00983-004,異體字 ,B00983,廕
廙,B00984,正字 ,B00984,廙
𢇙,B00984-001,異體字 ,B00984,廙
󷞸,B00984-002,異體字 ,B00984,廙
緳,B00985,正字 ,B00985,緳
廛,B00986,正字 ,B00986,廛
𡏂,B00986-001,異體字 ,B00986,廛
㙻,B00986-002,異體字 ,B00986,廛
㢆,B00986-003,異體字 ,B00986,廛
鄽,B00986-004,異體字 ,B00986,廛
󷞹,B00986-005,異體字 ,B00986,廛
󷞺,B00986-006,異體字 ,B00986,廛
厘,B00986-007,異體字 ,B00986,廛
䣑,B00986-008,異體字 ,B00986,廛
󴡃,B00986-009,異體字 ,B00986,廛
󷞻,B00986-010,異體字 ,B00986,廛
󷞼,B00986-011,異體字 ,B00986,廛
󷞽,B00986-012,異體字 ,B00986,廛
󷞾,B00986-013,異體字 ,B00986,廛
󷞿,B00986-014,異體字 ,B00986,廛
󷟀,B00986-015,異體字 ,B00986,廛
𨷅,B00986-016,異體字 ,B00986,廛
,B00986-017,異體字 ,B00986,廛
廞,B00987,正字 ,B00987,廞
𢉄,B00987-001,異體字 ,B00987,廞
󷟁,B00987-002,異體字 ,B00987,廞
廡,B00988,正字 ,B00988,廡
𢇜,B00988-001,異體字 ,B00988,廡
𢋑,B00988-002,異體字 ,B00988,廡
𢋰,B00988-003,異體字 ,B00988,廡
𢌋,B00988-004,異體字 ,B00988,廡
󷟂,B00988-005,異體字 ,B00988,廡
󷟃,B00988-006,異體字 ,B00988,廡
󷟄,B00988-007,異體字 ,B00988,廡
󷟅,B00988-008,異體字 ,B00988,廡
庄,B00988-009,異體字 ,B00988,廡
󷟆,B00988-010,異體字 ,B00988,廡
󷟇,B00988-011,異體字 ,B00988,廡
󷟈,B00988-012,異體字 ,B00988,廡
󷟉,B00988-013,異體字 ,B00988,廡
󷟊,B00988-014,附錄字 ,B00988,廡
󷟋,B00988-015,附錄字 ,B00988,廡
廩,B00989,正字 ,B00989,廩
㐭,B00989-001,異體字 ,B00989,廩
𢈺,B00989-002,異體字 ,B00989,廩
廪,B00989-003,異體字 ,B00989,廩
𥠌,B00989-004,異體字 ,B00989,廩
󷟌,B00989-006,異體字 ,B00989,廩
󷟍,B00989-007,異體字 ,B00989,廩
󷟎,B00989-008,異體字 ,B00989,廩
󷟏,B00989-009,異體字 ,B00989,廩
󷟐,B00989-010,異體字 ,B00989,廩
󷟑,B00989-011,異體字 ,B00989,廩
󷟒,B00989-012,異體字 ,B00989,廩
󷟓,B00989-013,異體字 ,B00989,廩
󷟔,B00989-014,異體字 ,B00989,廩
󷟕,B00989-016,異體字 ,B00989,廩
󷟖,B00989-017,異體字 ,B00989,廩
󷟗,B00989-018,異體字 ,B00989,廩
󷟘,B00989-019,異體字 ,B00989,廩
󷟙,B00989-020,異體字 ,B00989,廩
󷟚,B00989-021,異體字 ,B00989,廩
󷟛,B00989-022,異體字 ,B00989,廩
󷟜,B00989-023,異體字 ,B00989,廩
󷟝,B00989-026,異體字 ,B00989,廩
󷟞,B00989-028,附錄字 ,B00989,廩
廧,B00990,正字 ,B00990,廧
𢊂,B00990-001,異體字 ,B00990,廧
󷞟,B00990-002,異體字 ,B00990,廧
󷟟,B00990-003,異體字 ,B00990,廧
𢋾,B00990-004,異體字 ,B00990,廧
𢋢,B00990-005,異體字 ,B00990,廧
𢊉,B00990-007,異體字 ,B00990,廧
廦,B00991,正字 ,B00991,廦
󳵜,B00991-001,異體字 ,B00991,廦
廨,B00992,正字 ,B00992,廨
󷟠,B00992-001,異體字 ,B00992,廨
󷟡,B00992-002,異體字 ,B00992,廨
󷟢,B00992-003,異體字 ,B00992,廨
󷟣,B00992-004,異體字 ,B00992,廨
廥,B00993,正字 ,B00993,廥
󷟤,B00993-001,異體字 ,B00993,廥
廮,B00994,正字 ,B00994,廮
󷟥,B00994-001,異體字 ,B00994,廮
󷟦,B00994-002,異體字 ,B00994,廮
󷟧,B00994-003,異體字 ,B00994,廮
癭,B00994-004,異體字 ,B00994,廮
廯,B00995,正字 ,B00995,廯
廱,B00996,正字 ,B00996,廱
㢕,B00996-001,異體字 ,B00996,廱
󷟨,B00996-002,異體字 ,B00996,廱
󷟩,B00996-003,異體字 ,B00996,廱
󷟪,B00996-004,異體字 ,B00996,廱
蠯,B00997,正字 ,B00997,蠯
𢌆,B00997-001,異體字 ,B00997,蠯
𤼜,B00997-002,異體字 ,B00997,蠯
廾,B00998,正字 ,B00998,廾
𠬞,B00998-001,異體字 ,B00998,廾
𢪒,B00998-002,異體字 ,B00998,廾
廾,B00998-003,異體字 ,B00998,廾
㫒,B00998-004,異體字 ,B00998,廾
异,B00999,正字 ,B00999,异
󷟫,B00999-001-1,異體字 ,B00999,异
󷟬,B00999-002,異體字 ,B00999,异
󷟭,B00999-004,異體字 ,B00999,异
弅,B01000,正字 ,B01000,弅
弇,B01001,正字 ,B01001,弇
𢍔,B01001-001,異體字 ,B01001,弇
𥤴,B01001-002,異體字 ,B01001,弇
𥦦,B01001-003,異體字 ,B01001,弇
󷟮,B01001-004,異體字 ,B01001,弇
󷟯,B01001-005,異體字 ,B01001,弇
𥦍,B01001-006,異體字 ,B01001,弇
󷟰,B01001-007,異體字 ,B01001,弇
弋,B01002,正字 ,B01002,弋
𢍺,B01002-001,異體字 ,B01002,弋
弚,B01003,正字 ,B01003,弚
弝,B01004,正字 ,B01004,弝
弨,B01005,正字 ,B01005,弨
𢐕,B01005-001,異體字 ,B01005,弨
󷟱,B01005-002,異體字 ,B01005,弨
󷟲,B01005-003,異體字 ,B01005,弨
弢,B01006,正字 ,B01006,弢
󷟳,B01006-001,異體字 ,B01006,弢
󷟴,B01006-002,異體字 ,B01006,弢
󷟵,B01006-003,異體字 ,B01006,弢
󷟶,B01006-004,異體字 ,B01006,弢
󷟷,B01006-005,異體字 ,B01006,弢
󷟸,B01006-006,異體字 ,B01006,弢
󷟹,B01006-006-1,異體字 ,B01006,弢
弣,B01007,正字 ,B01007,弣
弤,B01008,正字 ,B01008,弤
𢎸,B01008-001,異體字 ,B01008,弤
𢏁,B01008-002,異體字 ,B01008,弤
弮,B01009,正字 ,B01009,弮
弳,B01010,正字 ,B01010,弳
弶,B01011,正字 ,B01011,弶
摾,B01011-001,異體字 ,B01011,弶
𣚦,B01011-002,異體字 ,B01011,弶
󷟺,B01011-003,異體字 ,B01011,弶
弸,B01012,正字 ,B01012,弸
彀,B01013,正字 ,B01013,彀
𠥚,B01013-001,異體字 ,B01013,彀
𢐙,B01013-002,異體字 ,B01013,彀
󷟻,B01013-003,異體字 ,B01013,彀
󷟼,B01013-004,異體字 ,B01013,彀
󷟽,B01013-005,異體字 ,B01013,彀
󷟾,B01013-006,異體字 ,B01013,彀
彄,B01014,正字 ,B01014,彄
彃,B01015,正字 ,B01015,彃
󷟿,B01015-001,異體字 ,B01015,彃
彉,B01016,正字 ,B01016,彉
彍,B01016-001,異體字 ,B01016,彉
彊,B01017,正字 ,B01017,彊
󷠀,B01017-001,異體字 ,B01017,彊
󷠁,B01017-002,異體字 ,B01017,彊
彋,B01018,正字 ,B01018,彋
󷠂,B01018-001,異體字 ,B01018,彋
󷠃,B01018-002,異體字 ,B01018,彋
㢬,B01018-003,異體字 ,B01018,彋
彏,B01019,正字 ,B01019,彏
彔,B01020,正字 ,B01020,彔
录,B01020-001,異體字 ,B01020,彔
󷠄,B01020-002,異體字 ,B01020,彔
󷠅,B01020-003,異體字 ,B01020,彔
󷠆,B01020-008,異體字 ,B01020,彔
󷠇,B01020-009,異體字 ,B01020,彔
彖,B01021,正字 ,B01021,彖
𧰲,B01021-001,異體字 ,B01021,彖
󷠈,B01021-004,異體字 ,B01021,彖
彘,B01022,正字 ,B01022,彘
𢑣,B01022-001,異體字 ,B01022,彘
𥏉,B01022-002,異體字 ,B01022,彘
𠅰,B01022-003,異體字 ,B01022,彘
󷠉,B01022-004,異體字 ,B01022,彘
󷠊,B01022-005,異體字 ,B01022,彘
󷠋,B01022-006,異體字 ,B01022,彘
󷠌,B01022-007,異體字 ,B01022,彘
󷠍,B01022-008,異體字 ,B01022,彘
󷠎,B01022-009,異體字 ,B01022,彘
󷠏,B01022-010,異體字 ,B01022,彘
󷠐,B01022-011,異體字 ,B01022,彘
󷠑,B01022-012,異體字 ,B01022,彘
󷠒,B01022-013,附錄字 ,B01022,彘
󷠓,B01022-014,附錄字 ,B01022,彘
󷠔,B01022-015,附錄字 ,B01022,彘
彧,B01023,正字 ,B01023,彧
𢒰,B01023-001,異體字 ,B01023,彧
𢒖,B01023-002,異體字 ,B01023,彧
󷠕,B01023-003,異體字 ,B01023,彧
戫,B01023-004,異體字 ,B01023,彧
彯,B01024,正字 ,B01024,彯
𢒵,B01024-001,異體字 ,B01024,彯
彳,B01025,正字 ,B01025,彳
彴,B01026,正字 ,B01026,彴
仢,B01026-001,異體字 ,B01026,彴
彸,B01027,正字 ,B01027,彸
徂,B01028,正字 ,B01028,徂
𡲡,B01028-001,異體字 ,B01028,徂
䢐,B01028-002,異體字 ,B01028,徂
𨖆,B01028-003,異體字 ,B01028,徂
󷠖,B01028-004,異體字 ,B01028,徂
伹,B01028-005,異體字 ,B01028,徂
󷠗,B01028-006,異體字 ,B01028,徂
󷠘,B01028-007,異體字 ,B01028,徂
𨒚,B01028-008,異體字 ,B01028,徂
彾,B01029,正字 ,B01029,彾
徉,B01030,正字 ,B01030,徉
徠,B01031,正字 ,B01031,徠
倈,B01031-001,異體字 ,B01031,徠
󷠙,B01031-002,異體字 ,B01031,徠
勑,B01031-003,異體字 ,B01031,徠
逨,B01031-003-1,異體字 ,B01031,徠
󷠚,B01031-004,異體字 ,B01031,徠
徛,B01032,正字 ,B01032,徛
𢕗,B01032-001,異體字 ,B01032,徛
󷠛,B01032-002,異體字 ,B01032,徛
󷠜,B01032-003,異體字 ,B01032,徛
徜,B01033,正字 ,B01033,徜
󷠝,B01033-001,異體字 ,B01033,徜
徦,B01034,正字 ,B01034,徦
徥,B01035,正字 ,B01035,徥
徯,B01036,正字 ,B01036,徯
𠌜,B01036-001,異體字 ,B01036,徯
𢓽,B01036-002,異體字 ,B01036,徯
𥪦,B01036-003,異體字 ,B01036,徯
󷠞,B01036-004,異體字 ,B01036,徯
󷠟,B01036-005,異體字 ,B01036,徯
徭,B01037,正字 ,B01037,徭
󷠠,B01037-001,異體字 ,B01037,徭
󷠡,B01037-002,異體字 ,B01037,徭
,B01037-003,異體字 ,B01037,徭
徲,B01038,正字 ,B01038,徲
𢔦,B01038-002,異體字 ,B01038,徲
𢔭,B01038-003,異體字 ,B01038,徲
󷠢,B01038-004,異體字 ,B01038,徲
󷠣,B01038-005,異體字 ,B01038,徲
徼,B01039,正字 ,B01039,徼
󷠤,B01039-001,異體字 ,B01039,徼
徾,B01040,正字 ,B01040,徾
徿,B01041,正字 ,B01041,徿
忀,B01042,正字 ,B01042,忀
󷠥,B01042-001,異體字 ,B01042,忀
忁,B01043,正字 ,B01043,忁
𢖚,B01043-001,異體字 ,B01043,忁
󷊇,B01043-002,異體字 ,B01043,忁
忉,B01044,正字 ,B01044,忉
𢖫,B01044-001,異體字 ,B01044,忉
忔,B01045,正字 ,B01045,忔
󷠦,B01045-001,異體字 ,B01045,忔
忾,B01045-002,異體字 ,B01045,忔
忕,B01046,正字 ,B01046,忕
𢗗,B01046-001,異體字 ,B01046,忕
忲,B01046-002,異體字 ,B01046,忕
㥭,B01046-003,異體字 ,B01046,忕
忒,B01047,正字 ,B01047,忒
󷠧,B01047-001,異體字 ,B01047,忒
𢘋,B01047-001-1,異體字 ,B01047,忒
󷠨,B01047-002,附錄字 ,B01047,忒
忑,B01048,正字 ,B01048,忑
忐,B01049,正字 ,B01049,忐
忭,B01050,正字 ,B01050,忭
忨,B01051,正字 ,B01051,忨
忮,B01052,正字 ,B01052,忮
忳,B01053,正字 ,B01053,忳
󷠩,B01053-001,異體字 ,B01053,忳
忸,B01054,正字 ,B01054,忸
𩈄,B01054-001,異體字 ,B01054,忸
𩈇,B01054-002,異體字 ,B01054,忸
忡,B01055,正字 ,B01055,忡
𢘷,B01055-001,異體字 ,B01055,忡
𢥞,B01055-002,異體字 ,B01055,忡
󷠪,B01055-002-1,異體字 ,B01055,忡
忤,B01056,正字 ,B01056,忤
忣,B01057,正字 ,B01057,忣
㤂,B01057-001,異體字 ,B01057,忣
󷠫,B01057-002,異體字 ,B01057,忣
󷠬,B01057-003,異體字 ,B01057,忣
忺,B01058,正字 ,B01058,忺
忯,B01059,正字 ,B01059,忯
󷠭,B01059-001,異體字 ,B01059,忯
忪,B01060,正字 ,B01060,忪
𢪌,B01060-001,異體字 ,B01060,忪
𢛒,B01060-002,異體字 ,B01060,忪
忷,B01061,正字 ,B01061,忷
𢗮,B01061-001,異體字 ,B01061,忷
󷠮,B01061-012,異體字 ,B01061,忷
󷠯,B01061-013,異體字 ,B01061,忷
󷠰,B01061-014,異體字 ,B01061,忷
忻,B01062,正字 ,B01062,忻
忞,B01063,正字 ,B01063,忞
忟,B01063-001,異體字 ,B01063,忞
󷠱,B01063-002,附錄字 ,B01063,忞
忥,B01064,正字 ,B01064,忥
𢖴,B01064-001,異體字 ,B01064,忥
怭,B01065,正字 ,B01065,怭
󷠲,B01065-001,異體字 ,B01065,怭
怦,B01066,正字 ,B01066,怦
㤣,B01066-001,異體字 ,B01066,怦
怙,B01067,正字 ,B01067,怙
𢛅,B01067-001,異體字 ,B01067,怙
󷠳,B01067-002,異體字 ,B01067,怙
󷠴,B01067-003,附錄字 ,B01067,怙
怲,B01068,正字 ,B01068,怲
󷠵,B01068-001,異體字 ,B01068,怲
怋,B01069,正字 ,B01069,怋
󷠶,B01069-001,異體字 ,B01069,怋
怴,B01070,正字 ,B01070,怴
󷠷,B01070-001,異體字 ,B01070,怴
怩,B01071,正字 ,B01071,怩
𢘒,B01071-001,異體字 ,B01071,怩
󷠸,B01071-002,附錄字 ,B01071,怩
怫,B01072,正字 ,B01072,怫
𢘍,B01072-001,異體字 ,B01072,怫
怊,B01073,正字 ,B01073,怊
󷠹,B01073-001,異體字 ,B01073,怊
怗,B01074,正字 ,B01074,怗
㤐,B01074-001,異體字 ,B01074,怗
怳,B01075,正字 ,B01075,怳
󷠺,B01075-001,異體字 ,B01075,怳
怛,B01076,正字 ,B01076,怛
𢘇,B01076-001,異體字 ,B01076,怛
𢛁,B01076-002,異體字 ,B01076,怛
󷠻,B01076-003,異體字 ,B01076,怛
󷠼,B01076-004,異體字 ,B01076,怛
怚,B01077,正字 ,B01077,怚
𢚆,B01077-001,異體字 ,B01077,怚
𪋙,B01077-002,異體字 ,B01077,怚
怞,B01078,正字 ,B01078,怞
㾄,B01078-001,異體字 ,B01078,怞
怬,B01079,正字 ,B01079,怬
怢,B01080,正字 ,B01080,怢
㥆,B01080-001,異體字 ,B01080,怢
怍,B01081,正字 ,B01081,怍
㤰,B01081-001,異體字 ,B01081,怍
怐,B01082,正字 ,B01082,怐
𢗕,B01082-001,異體字 ,B01082,怐
𢛑,B01082-002,異體字 ,B01082,怐
怮,B01083,正字 ,B01083,怮
󷠽,B01083-001,異體字 ,B01083,怮
󷠾,B01083-002,異體字 ,B01083,怮
怓,B01084,正字 ,B01084,怓
𢘾,B01084-001,異體字 ,B01084,怓
𢜲,B01084-002,異體字 ,B01084,怓
𢞙,B01084-003,異體字 ,B01084,怓
怷,B01085,正字 ,B01085,怷
怹,B01086,正字 ,B01086,怹
恔,B01087,正字 ,B01087,恔
㤊,B01087-001,異體字 ,B01087,恔
恲,B01088,正字 ,B01088,恲
㤣,B01088-001,異體字 ,B01088,恲
㥊,B01088-002,異體字 ,B01088,恲
恞,B01089,正字 ,B01089,恞
恅,B01090,正字 ,B01090,恅
󷠿,B01090-001,異體字 ,B01090,恅
恓,B01091,正字 ,B01091,恓
恇,B01092,正字 ,B01092,恇
𢝎,B01092-001,異體字 ,B01092,恇
󷡀,B01092-002,異體字 ,B01092,恇
󷡁,B01092-003,異體字 ,B01092,恇
󷡂,B01092-004,異體字 ,B01092,恇
恉,B01093,正字 ,B01093,恉
󷡃,B01093-001,異體字 ,B01093,恉
恛,B01094,正字 ,B01094,恛
恌,B01095,正字 ,B01095,恌
󷡄,B01095-001,異體字 ,B01095,恌
恀,B01096,正字 ,B01096,恀
忯,B01096-001,異體字 ,B01096,恀
恂,B01097,正字 ,B01097,恂
𢞧,B01097-001,異體字 ,B01097,恂
󷡅,B01097-002,異體字 ,B01097,恂
󷡆,B01097-003,異體字 ,B01097,恂
恟,B01098,正字 ,B01098,恟
忷,B01098-001,異體字 ,B01098,恟
